"","4349788","4370747","4456889","4128270"
"623",0,1518,0,0
"624",0,1518,0,0
"625",0,796,722,0
"626",0,0,0,1518
"627",0,1518,0,0
"628",0,0,1518,0
"629",0,1518,0,0
"630",0,0,1518,0
"631",0,1518,0,0
"632",1518,0,0,0
"633",1518,0,0,0
"634",0,1518,0,0
"635",0,1518,0,0
"636",0,1518,0,0
"637",0,1518,0,0
"638",1518,0,0,0
"639",0,1518,0,0
"640",1518,0,0,0
"641",0,1518,0,0
"642",0,1518,0,0
"643",0,0,1518,0
"644",0,1518,0,0
"645",0,1518,0,0
"646",1518,0,0,0
"647",0,1518,0,0
"648",0,100,0,1418
"649",0,672,846,0
"650",0,0,1518,0
"651",0,0,1097,421
"652",0,0,1518,0
"653",0,1518,0,0
"654",0,1518,0,0
"655",0,0,1518,0
"656",0,1518,0,0
"657",0,1518,0,0
"658",0,0,1518,0
"659",0,1518,0,0
"660",0,0,378,1140
"661",480,1038,0,0
"662",1518,0,0,0
"663",0,1518,0,0
"664",0,1518,0,0
"665",0,1518,0,0
"666",0,1058,460,0
"667",0,0,1518,0
"668",0,1518,0,0
"669",0,1518,0,0
"670",0,1518,0,0
"671",0,1518,0,0
"672",0,40,0,1478
"673",0,1518,0,0
"674",0,0,1518,0
"675",0,0,1518,0
"676",0,1518,0,0
"677",0,0,1518,0
"678",0,0,1518,0
"679",0,1518,0,0
"680",0,1518,0,0
"681",0,1518,0,0
"682",0,1518,0,0
