"","3944484","4399988","4416113","4454257","691423","4458775","4475144"
"1",0,0,0,5190,0,0,0
"2",0,0,0,5190,0,0,0
"3",0,0,0,5141,49,0,0
"4",0,0,0,5190,0,0,0
"5",0,0,0,5190,0,0,0
"6",0,749,0,4441,0,0,0
"7",0,0,0,5190,0,0,0
"8",0,0,0,5190,0,0,0
"9",0,0,0,5190,0,0,0
"10",0,0,0,5190,0,0,0
"11",0,148,0,5042,0,0,0
"12",0,0,2135,3055,0,0,0
"13",0,0,0,5190,0,0,0
"14",0,0,0,5190,0,0,0
"15",0,0,0,5190,0,0,0
"16",0,0,0,5190,0,0,0
"17",0,0,0,5190,0,0,0
"18",0,0,0,5190,0,0,0
"19",0,0,0,5190,0,0,0
"20",0,0,0,5190,0,0,0
"21",0,0,0,5190,0,0,0
"22",653,0,0,4537,0,0,0
"23",0,0,0,5190,0,0,0
"24",0,0,0,5190,0,0,0
"25",0,0,0,5190,0,0,0
"26",0,0,0,5190,0,0,0
"27",0,0,0,5190,0,0,0
"28",0,0,0,5190,0,0,0
"29",0,0,0,5190,0,0,0
"30",0,0,0,5134,56,0,0
"31",0,0,0,5190,0,0,0
"32",0,0,0,5190,0,0,0
"33",0,521,0,4669,0,0,0
"34",0,0,0,5190,0,0,0
"35",0,0,0,5190,0,0,0
"36",0,0,3314,1876,0,0,0
"37",0,0,1819,3371,0,0,0
"38",0,0,0,5190,0,0,0
"39",0,0,0,3435,1755,0,0
"40",0,0,0,5190,0,0,0
"41",0,0,306,4884,0,0,0
"42",0,0,0,5190,0,0,0
"43",0,0,0,5190,0,0,0
"44",0,0,0,5190,0,0,0
"45",0,0,0,5190,0,0,0
"46",0,0,628,4562,0,0,0
"47",0,0,0,5190,0,0,0
"48",0,0,0,4809,381,0,0
"49",0,0,464,4726,0,0,0
"50",0,0,0,5190,0,0,0
"51",0,0,0,5190,0,0,0
"52",0,0,0,5190,0,0,0
"53",0,0,0,5190,0,0,0
"54",0,0,0,5190,0,0,0
"55",0,0,0,5190,0,0,0
"56",0,2749,0,2441,0,0,0
"57",0,0,0,5190,0,0,0
"58",0,0,0,5190,0,0,0
"59",0,0,0,5190,0,0,0
"60",697,0,0,4493,0,0,0
"61",0,0,0,5190,0,0,0
"62",0,0,0,5190,0,0,0
"63",0,0,0,5159,31,0,0
"64",1256,0,0,3934,0,0,0
"65",0,0,0,5190,0,0,0
"66",0,0,0,5190,0,0,0
"67",0,0,0,5190,0,0,0
"68",0,0,0,5190,0,0,0
"69",0,0,0,5190,0,0,0
"70",0,695,0,4495,0,0,0
"71",0,664,0,3672,854,0,0
"72",0,0,0,5190,0,0,0
"73",0,0,0,5190,0,0,0
"74",1139,0,0,4051,0,0,0
"75",0,0,0,5189,1,0,0
"76",0,0,2605,2585,0,0,0
"77",0,0,0,5190,0,0,0
"78",811,846,0,3533,0,0,0
"79",0,0,0,5190,0,0,0
"80",0,0,0,2173,3017,0,0
"81",0,0,0,5190,0,0,0
"82",0,0,0,2871,2319,0,0
"83",0,0,0,2333,2857,0,0
"84",0,0,0,5190,0,0,0
"85",0,0,0,3844,1346,0,0
"86",0,0,0,5190,0,0,0
"87",0,0,0,5190,0,0,0
"88",0,2476,0,2714,0,0,0
"89",0,0,0,5190,0,0,0
"90",0,0,0,5190,0,0,0
"91",0,0,0,5190,0,0,0
"92",0,2048,1100,2042,0,0,0
"93",4589,0,0,601,0,0,0
"94",0,0,0,5190,0,0,0
"95",0,0,907,4283,0,0,0
"96",0,0,0,5190,0,0,0
"97",0,0,3979,1211,0,0,0
"98",0,0,0,5190,0,0,0
"99",0,0,0,5005,185,0,0
"100",198,0,0,4992,0,0,0
"101",2011,0,0,2392,785,0,0
"102",0,0,0,3533,1655,0,0
"103",0,0,0,3509,1679,0,0
"104",0,2196,0,2992,0,0,0
"105",0,0,803,3891,494,0,0
"106",0,0,0,2919,2269,0,0
"107",0,0,0,5188,0,0,0
"108",0,2789,0,2399,0,0,0
"109",0,0,12,5176,0,0,0
"110",0,0,1343,3845,0,0,0
"111",0,1403,0,3785,0,0,0
"112",0,0,0,5188,0,0,0
"113",0,397,0,4791,0,0,0
"114",0,0,0,5188,0,0,0
"115",0,0,0,5188,0,0,0
"116",0,0,1391,3797,0,0,0
"117",0,0,0,5188,0,0,0
"118",0,0,0,5188,0,0,0
"119",0,0,0,5188,0,0,0
"120",0,0,0,5033,155,0,0
"121",0,0,0,5188,0,0,0
"122",0,0,0,5188,0,0,0
"123",0,0,0,5188,0,0,0
"124",0,0,0,3633,1555,0,0
"125",0,0,0,4895,293,0,0
"126",0,0,0,5188,0,0,0
"127",0,0,2621,2567,0,0,0
"128",0,0,0,4665,523,0,0
"129",0,0,0,5188,0,0,0
"130",0,0,0,5188,0,0,0
"131",0,0,0,5188,0,0,0
"132",0,0,0,5097,91,0,0
"133",0,0,0,5188,0,0,0
"134",0,348,0,4840,0,0,0
"135",0,1299,0,3889,0,0,0
"136",0,0,0,5188,0,0,0
"137",0,0,0,5188,0,0,0
"138",0,0,0,5188,0,0,0
"139",0,0,0,5188,0,0,0
"140",0,0,0,5188,0,0,0
"141",1806,0,135,3247,0,0,0
"142",0,0,0,5188,0,0,0
"143",0,0,0,5188,0,0,0
"144",0,0,0,5188,0,0,0
"145",59,0,0,5129,0,0,0
"146",1750,0,335,3103,0,0,0
"147",0,0,0,5188,0,0,0
"148",0,0,0,4417,771,0,0
"149",0,0,0,5188,0,0,0
"150",0,0,0,5188,0,0,0
"151",0,4011,0,1174,3,0,0
"152",0,0,748,4440,0,0,0
"153",0,0,0,5188,0,0,0
"154",0,0,0,5188,0,0,0
"155",0,0,0,5188,0,0,0
"156",1836,0,0,3352,0,0,0
"157",0,0,0,5188,0,0,0
"158",0,0,0,5034,154,0,0
"159",0,0,0,4558,630,0,0
"160",0,1210,0,3978,0,0,0
"161",0,0,0,5188,0,0,0
"162",1120,0,0,4068,0,0,0
"163",0,0,0,5188,0,0,0
"164",707,3643,0,838,0,0,0
"165",0,0,0,5188,0,0,0
