"","4399988","4454257","691423"
"516",0,5199,0
"517",0,5199,0
"518",0,5199,0
"519",0,5199,0
"520",0,4454,745
"521",0,5199,0
"522",0,5199,0
"523",0,5199,0
"524",0,5199,0
"525",0,5199,0
"526",0,5199,0
"527",0,5199,0
"528",0,5199,0
"529",0,5199,0
"530",0,5199,0
"531",0,5199,0
"532",0,5199,0
"533",0,5199,0
"534",0,5199,0
"535",0,5199,0
"536",0,4834,365
"537",0,5199,0
"538",0,5199,0
"539",0,5199,0
"540",0,5199,0
"541",0,5199,0
"542",0,5199,0
"543",0,5199,0
"544",0,5199,0
"545",0,3084,2115
"546",0,4397,802
"547",0,5199,0
"548",0,5199,0
"549",0,5199,0
"550",0,5199,0
"551",0,5199,0
"552",0,5199,0
"553",0,5199,0
"554",0,5199,0
"555",0,5199,0
"556",0,5199,0
"557",0,5199,0
"558",0,5199,0
"559",0,5199,0
"560",0,5199,0
"561",0,5199,0
"562",0,5199,0
"563",0,5199,0
"564",0,5199,0
"565",0,5199,0
"566",0,5199,0
"567",0,5199,0
"568",0,5199,0
"569",0,5178,21
"570",0,5199,0
"571",0,5199,0
"572",0,5199,0
"573",0,5199,0
"574",0,3790,1409
"575",0,4662,537
"576",0,5199,0
"577",0,5199,0
"578",0,5199,0
"579",0,5199,0
"580",0,5199,0
"581",0,5199,0
"582",0,5199,0
"583",0,5199,0
"584",0,5199,0
"585",0,5199,0
"586",0,5199,0
"587",0,5199,0
"588",0,5199,0
"589",0,5199,0
"590",0,5199,0
"591",0,5199,0
"592",0,5199,0
"593",0,5199,0
"594",0,5199,0
"595",0,5199,0
"596",0,5199,0
"597",0,5199,0
"598",0,5199,0
"599",0,5199,0
"600",0,5199,0
"601",0,5199,0
"602",0,5199,0
"603",0,5199,0
"604",0,5199,0
"605",0,5199,0
"606",0,5199,0
"607",0,5199,0
"608",0,5199,0
"609",0,5199,0
"610",0,5199,0
"611",0,5199,0
"612",0,5199,0
"613",0,5199,0
"614",0,5199,0
"615",0,5199,0
"616",0,5199,0
"617",0,5199,0
"618",0,5199,0
"619",0,5199,0
"620",0,5199,0
"621",0,5199,0
"622",0,5199,0
"623",0,5199,0
"624",0,5199,0
"625",0,5199,0
"626",0,5199,0
"627",0,5199,0
"628",0,5199,0
"629",0,5199,0
"630",0,5199,0
"631",0,5199,0
"632",0,5199,0
"633",0,5199,0
"634",0,5199,0
"635",0,5199,0
"636",0,5199,0
"637",0,5199,0
"638",0,5199,0
"639",0,5199,0
"640",0,5199,0
"641",0,5199,0
"642",0,5199,0
"643",0,5199,0
"644",0,5199,0
"645",0,5199,0
"646",0,5199,0
"647",0,5199,0
"648",0,5199,0
"649",0,5199,0
"650",0,5199,0
"651",0,5199,0
"652",0,5199,0
"653",0,5199,0
"654",0,5199,0
"655",0,4606,593
"656",0,5199,0
"657",0,5199,0
"658",0,5199,0
"659",0,5199,0
"660",0,5199,0
"661",0,5199,0
"662",0,5199,0
"663",0,5199,0
"664",0,5199,0
"665",0,5199,0
"666",0,5199,0
"667",0,5199,0
"668",0,5199,0
"669",0,5199,0
"670",0,5199,0
"671",0,5199,0
"672",0,5199,0
"673",0,5199,0
"674",0,5199,0
"675",0,5199,0
"676",0,5199,0
"677",0,5199,0
"678",0,5199,0
"679",0,5199,0
"680",0,5199,0
"681",0,5199,0
"682",0,5199,0
"683",0,5199,0
"684",0,5199,0
"685",0,5199,0
"686",0,5199,0
"687",0,5199,0
"688",0,5199,0
"689",0,5199,0
"690",0,5199,0
"691",0,5199,0
"692",0,5199,0
"693",0,5199,0
"694",0,1916,3283
"695",0,5199,0
"696",0,5199,0
"697",0,5199,0
"698",0,5199,0
"699",0,5199,0
"700",0,5199,0
"701",0,2477,2720
"702",0,5197,0
"703",0,5197,0
"704",0,5197,0
"705",0,5197,0
"706",0,5197,0
"707",0,5197,0
"708",0,5197,0
"709",0,5197,0
"710",0,5197,0
"711",0,5197,0
"712",0,5197,0
"713",0,5197,0
"714",0,5197,0
"715",0,5197,0
"716",0,5197,0
"717",0,5197,0
"718",0,5197,0
"719",0,5197,0
"720",0,5197,0
"721",0,5197,0
"722",0,5197,0
"723",0,5197,0
"724",0,5197,0
"725",0,5197,0
"726",0,5197,0
"727",0,5197,0
"728",0,5197,0
"729",0,5197,0
"730",0,3910,1287
"731",0,5197,0
"732",0,5197,0
"733",0,5197,0
"734",0,5197,0
"735",0,5197,0
"736",0,5197,0
"737",0,5197,0
"738",0,5197,0
"739",0,5197,0
"740",0,5197,0
"741",0,5197,0
"742",0,5197,0
"743",0,5197,0
"744",0,5197,0
"745",0,5197,0
"746",0,5197,0
"747",0,5197,0
"748",0,5197,0
"749",0,5197,0
"750",0,5197,0
"751",0,5197,0
"752",0,5197,0
"753",0,5197,0
"754",0,5197,0
"755",0,5197,0
"756",0,5197,0
"757",0,5197,0
"758",0,5197,0
"759",0,5197,0
"760",0,5197,0
"761",0,5197,0
"762",0,5197,0
"763",0,5197,0
"764",0,5197,0
"765",0,5197,0
"766",0,5197,0
"767",0,5197,0
"768",0,5197,0
"769",0,5197,0
"770",0,5197,0
"771",0,5197,0
"772",0,5197,0
"773",0,5197,0
"774",0,5197,0
"775",0,5197,0
"776",0,5197,0
"777",0,5197,0
"778",0,5197,0
"779",0,5197,0
"780",0,5197,0
"781",0,5197,0
"782",0,5197,0
"783",0,5197,0
"784",0,5197,0
"785",0,5197,0
"786",0,5197,0
"787",0,5197,0
"788",0,5197,0
"789",0,5197,0
"790",0,5197,0
"791",0,5197,0
"792",0,5197,0
"793",0,5197,0
"794",0,5197,0
"795",0,5197,0
"796",0,5197,0
"797",0,5197,0
"798",0,5197,0
"799",0,5197,0
"800",0,5197,0
