"","4343834","4349788","4432796","4438565","4451011","4455861","4456889","4461938","836394"
"1",0,0,6,2611,0,3340,1707,0,1526
"2",640,0,0,1178,0,3026,2004,2210,132
"3",2542,0,718,5930,0,0,0,0,0
"4",0,0,0,3291,2134,0,3765,0,0
"5",0,0,1419,0,0,0,7771,0,0
"6",4052,0,0,1600,0,0,3538,0,0
"7",2958,1297,0,0,0,891,4044,0,0
"8",0,0,0,0,5901,0,3289,0,0
"9",5863,0,0,0,0,0,2992,335,0
"10",0,0,0,0,0,1999,7191,0,0
"11",2100,0,0,922,1615,0,4553,0,0
"12",1697,0,1147,0,0,0,1562,4784,0
"13",0,0,0,0,0,1821,7369,0,0
"14",0,0,0,0,0,5437,3753,0,0
"15",0,0,0,0,0,0,402,8788,0
"16",1202,0,0,0,0,0,3413,1100,3475
"1",0,0,0,0,0,0,2409,6781,0
"2",4395,0,0,0,3664,0,858,273,0
"3",0,0,0,29,0,1800,7361,0,0
"4",0,0,0,0,5767,0,3423,0,0
"5",0,0,0,0,546,0,6021,1862,761
"6",0,0,0,646,3476,2616,2452,0,0
"7",0,0,0,0,0,0,4909,4281,0
"8",2957,4472,0,0,0,784,977,0,0
"9",0,0,0,0,0,1695,7495,0,0
"10",2057,0,0,2758,0,0,2409,0,1966
"11",0,0,0,1129,0,0,8061,0,0
"12",0,0,0,0,4278,0,3539,1373,0
"13",2007,0,0,2725,2013,0,2445,0,0
"14",0,0,0,622,0,3875,4693,0,0
"15",1000,0,0,0,0,3182,2826,2182,0
"16",0,0,0,3160,0,0,460,4814,756
"1",1129,0,0,1775,0,45,4977,0,1264
"2",0,0,0,0,0,681,8509,0,0
"3",669,0,0,744,0,0,7777,0,0
"4",704,0,0,3513,0,0,0,493,4480
"5",0,0,0,0,0,0,3304,5886,0
"6",0,0,0,0,0,2764,1616,2137,2673
"7",3100,0,0,2606,0,0,3049,435,0
"8",0,0,3471,0,0,1397,184,4138,0
"9",1606,0,0,0,0,386,4637,584,1977
"10",0,0,0,0,0,0,8035,1155,0
"11",0,0,0,4308,0,0,2101,2781,0
"12",1840,0,0,535,0,739,2949,3127,0
"13",0,0,0,0,0,0,6201,2989,0
"14",1316,0,0,1831,0,522,3035,2486,0
"15",0,0,0,0,0,0,9190,0,0
"16",4273,0,2478,0,0,0,2439,0,0
"1",0,0,0,2830,3847,1913,600,0,0
"2",0,0,0,0,0,0,9190,0,0
"3",1024,277,0,0,0,4031,3612,246,0
"4",0,0,0,0,0,408,8427,355,0
"5",0,0,0,0,0,0,6397,0,2793
"6",429,0,0,0,1374,0,4022,0,3365
"7",696,0,0,0,3309,1215,2284,1686,0
"8",0,0,0,0,0,0,9190,0,0
"9",3754,0,0,0,0,1958,3478,0,0
"10",0,0,0,0,2347,1978,3148,0,1717
"11",0,0,0,0,0,1734,5403,2053,0
"12",0,0,0,0,0,508,6014,2668,0
"13",507,0,0,0,653,187,7843,0,0
"14",0,0,0,0,0,3456,2215,3230,289
"15",0,0,0,0,0,0,7017,1916,257
"16",0,0,0,7125,0,0,0,0,2065
"1",3394,0,0,1980,0,1321,608,1887,0
"2",0,0,0,350,195,1030,1613,2287,3715
"3",0,0,0,508,0,1542,7140,0,0
"4",3822,0,0,0,0,0,3782,1586,0
"5",0,0,0,1288,0,0,4888,3014,0
"6",5542,0,0,0,0,761,2704,183,0
"7",0,0,0,3919,0,0,0,2181,3090
"8",0,0,0,0,4566,0,2974,1650,0
"9",1939,0,0,1214,0,2053,3984,0,0
"10",7205,0,0,1305,0,0,680,0,0
"11",0,0,0,0,2069,0,6198,923,0
"12",0,0,0,0,0,7978,1212,0,0
"13",0,0,1456,2037,0,1,5696,0,0
"14",1629,0,0,172,0,0,7389,0,0
"15",1377,0,0,1583,0,937,5293,0,0
"16",0,0,0,0,2757,635,5798,0,0
"1",0,0,0,0,0,0,9190,0,0
"2",4258,1044,0,498,0,0,3390,0,0
"3",715,0,0,651,0,165,7659,0,0
"4",0,0,0,43,51,0,9096,0,0
"5",4394,0,0,1077,43,1000,2676,0,0
"6",65,0,0,1534,0,338,148,4412,2693
"7",0,0,0,0,0,0,3173,2630,3387
"8",0,0,0,0,0,0,6737,2453,0
"9",365,0,0,0,0,0,6041,630,2154
"10",0,0,192,1542,0,0,6589,335,532
"11",0,0,0,0,1758,0,5488,1944,0
"12",670,0,0,71,0,3517,1332,3600,0
"13",289,0,0,0,0,1036,2895,4970,0
"14",0,0,0,0,0,967,5009,0,3214
"15",0,0,0,0,2584,0,6606,0,0
"16",0,0,0,0,2284,6161,600,0,145
"1",1251,0,0,1437,0,6270,232,0,0
"2",0,0,0,0,0,2605,6585,0,0
"3",0,0,0,0,0,0,6208,0,2982
"4",2236,0,0,1108,0,0,5846,0,0
