"","106985","333782","3643491","4327501","4349788","4419276","4432796","4456889","4461938","4478861","817209"
"1",0,0,0,663,465,0,7295,1917,0,0,0
"2",0,0,0,0,5613,0,4727,0,0,0,0
"3",0,0,0,0,0,0,9035,1305,0,0,0
"4",0,4308,0,0,1734,0,4298,0,0,0,0
"5",1179,0,0,0,7241,0,1920,0,0,0,0
"6",2623,1787,0,0,821,0,5109,0,0,0,0
"7",1972,0,0,2577,0,0,5791,0,0,0,0
"8",4505,0,0,0,5407,0,428,0,0,0,0
"9",0,0,0,0,1332,2876,5784,348,0,0,0
"10",707,0,0,145,6438,0,3050,0,0,0,0
"11",542,4308,0,0,134,0,5356,0,0,0,0
"12",0,0,0,0,7291,2873,176,0,0,0,0
"13",2150,0,0,0,1289,0,5252,1649,0,0,0
"14",1040,0,0,0,3174,0,6126,0,0,0,0
"15",2697,0,0,0,1223,0,6420,0,0,0,0
"16",1641,0,0,0,2574,0,6125,0,0,0,0
"1",61,0,0,0,2548,0,6037,1694,0,0,0
"2",3990,0,0,0,1320,0,3338,1692,0,0,0
"3",297,1936,0,681,3948,0,3478,0,0,0,0
"4",2300,0,0,1501,1972,0,4567,0,0,0,0
"5",1156,0,0,0,7413,0,564,0,0,0,1207
"6",1646,0,0,0,2391,0,6303,0,0,0,0
"7",1159,0,0,4820,628,0,3260,0,473,0,0
"8",0,0,0,0,1596,0,8744,0,0,0,0
"9",1164,3434,0,0,0,0,5742,0,0,0,0
"10",0,2801,0,0,3119,0,4420,0,0,0,0
"11",0,1224,0,0,7382,0,1734,0,0,0,0
"12",4169,0,0,0,1010,0,5161,0,0,0,0
"13",0,0,0,320,0,0,10020,0,0,0,0
"14",3689,348,0,0,2188,0,4115,0,0,0,0
"15",215,0,0,0,2669,0,7456,0,0,0,0
"16",0,1973,0,0,3544,0,4823,0,0,0,0
"1",1852,100,0,2976,0,0,5412,0,0,0,0
"2",1954,2261,0,281,4076,0,1768,0,0,0,0
"3",938,3381,0,0,896,0,5125,0,0,0,0
"4",0,0,0,0,1413,0,7973,954,0,0,0
"5",1921,1740,0,0,750,0,5929,0,0,0,0
"6",3154,3469,0,0,2306,0,1411,0,0,0,0
"7",0,0,0,39,587,0,9714,0,0,0,0
"8",4313,669,0,0,1093,0,4265,0,0,0,0
"9",2193,6193,0,0,1248,0,706,0,0,0,0
"10",105,0,0,0,1729,0,8506,0,0,0,0
"11",4847,0,0,0,5493,0,0,0,0,0,0
"12",414,0,0,0,3680,0,6246,0,0,0,0
"13",945,735,0,0,2922,0,5738,0,0,0,0
"14",91,0,0,0,4714,0,5535,0,0,0,0
"15",0,0,0,0,806,0,9534,0,0,0,0
"16",612,0,0,0,3485,0,6243,0,0,0,0
"1",431,0,0,1613,3720,0,4348,228,0,0,0
"2",1512,2248,0,0,0,0,6580,0,0,0,0
"3",1616,0,0,0,0,0,7178,0,1546,0,0
"4",0,4488,0,0,895,0,4957,0,0,0,0
"5",118,2310,0,0,190,0,7722,0,0,0,0
"6",6009,1149,0,0,653,0,2529,0,0,0,0
"7",486,0,0,0,6530,0,3324,0,0,0,0
"8",0,1287,0,0,5743,0,3310,0,0,0,0
"9",3814,0,0,0,4808,0,1718,0,0,0,0
"10",0,0,0,1603,2527,0,5350,860,0,0,0
"11",1182,1242,0,0,4307,0,3084,525,0,0,0
"12",562,1279,0,0,4952,0,2919,147,0,0,481
"13",6063,0,0,0,459,0,3818,0,0,0,0
"14",3159,795,0,657,593,0,5136,0,0,0,0
"15",903,4980,0,0,3629,0,828,0,0,0,0
"16",4982,0,0,0,2762,0,2596,0,0,0,0
"1",3017,0,0,0,6753,0,570,0,0,0,0
"2",0,283,0,0,6811,0,3246,0,0,0,0
"3",890,0,0,0,6221,0,3229,0,0,0,0
"4",0,463,0,0,4871,0,5006,0,0,0,0
"5",2167,0,0,0,0,0,6893,0,1280,0,0
"6",84,0,0,0,3533,0,6723,0,0,0,0
"7",308,0,0,0,18,0,10014,0,0,0,0
"8",0,2235,0,0,289,0,7816,0,0,0,0
"9",2450,3158,0,0,2083,0,2329,320,0,0,0
"10",983,26,0,0,0,0,9331,0,0,0,0
"11",0,0,0,5231,873,0,2920,1316,0,0,0
"12",2754,0,0,0,1211,0,6375,0,0,0,0
"13",233,3022,0,0,1622,0,5463,0,0,0,0
"14",0,0,0,1853,0,0,7724,0,763,0,0
"15",0,0,0,0,4291,0,6049,0,0,0,0
"16",4321,0,0,0,4140,0,1879,0,0,0,0
"1",1138,2678,0,0,2285,0,4239,0,0,0,0
"2",1094,0,0,0,5329,0,3917,0,0,0,0
"3",1177,189,0,0,4544,0,4430,0,0,0,0
"4",133,0,4829,0,2572,0,2806,0,0,0,0
"5",5420,0,0,0,0,0,4920,0,0,0,0
"6",0,2095,0,0,0,0,8245,0,0,0,0
"7",0,0,0,0,2003,0,8337,0,0,0,0
"8",1799,0,0,0,3198,0,5343,0,0,0,0
"9",2869,711,0,1685,472,0,4603,0,0,0,0
"10",3383,0,0,0,3051,0,3167,739,0,0,0
"11",3196,0,804,0,4800,0,1540,0,0,0,0
"12",0,446,0,1424,2947,0,5523,0,0,0,0
"13",0,0,2318,1011,934,0,5998,0,79,0,0
"14",0,0,0,0,289,0,10051,0,0,0,0
"15",0,5839,216,0,2813,0,1472,0,0,0,0
"16",4741,0,0,0,914,0,4685,0,0,0,0
"1",2188,0,0,762,5684,0,1706,0,0,0,0
"2",0,0,0,1943,4903,0,3494,0,0,0,0
"3",0,2062,0,0,0,0,8278,0,0,0,0
"4",1291,0,0,636,8413,0,0,0,0,0,0
"5",0,0,0,0,5124,0,5216,0,0,0,0
"6",325,0,0,3396,6326,0,0,293,0,0,0
"7",0,135,0,0,721,0,7264,2220,0,0,0
"8",825,0,0,0,8719,0,600,196,0,0,0
"9",1425,3603,0,0,0,0,4243,1069,0,0,0
"10",0,0,0,0,7992,0,1611,0,0,0,737
"11",138,0,0,0,2810,0,7392,0,0,0,0
"12",0,1654,0,0,4596,0,4090,0,0,0,0
"13",295,0,0,0,6150,0,3895,0,0,0,0
"14",185,0,0,0,5492,0,3922,741,0,0,0
"15",5227,0,0,0,253,0,4505,355,0,0,0
"16",3893,0,0,0,1084,0,3169,2194,0,0,0
"1",5274,0,0,2298,0,0,2768,0,0,0,0
"2",3061,0,0,0,0,0,3192,0,0,0,4087
"3",0,1103,0,0,3651,255,5331,0,0,0,0
"4",2176,1350,0,0,151,0,6663,0,0,0,0
"5",1264,628,0,0,4618,0,3830,0,0,0,0
"6",14,317,0,0,3945,0,6064,0,0,0,0
"7",3293,0,0,0,3452,0,3595,0,0,0,0
"8",0,4340,0,0,61,0,5939,0,0,0,0
"9",0,0,0,0,445,0,9710,185,0,0,0
"10",0,0,0,0,5622,0,4718,0,0,0,0
"11",570,308,0,295,2146,0,7021,0,0,0,0
"12",919,0,0,0,3013,0,6408,0,0,0,0
"13",3829,0,0,0,1323,0,4407,781,0,0,0
"14",194,0,0,0,1891,0,8255,0,0,0,0
"15",0,6606,0,0,1666,0,2068,0,0,0,0
"16",0,0,0,339,1502,0,8499,0,0,0,0
"1",0,0,0,0,5932,0,4408,0,0,0,0
"2",5064,0,0,147,2670,0,1761,698,0,0,0
"3",0,2689,0,0,2254,0,4125,1272,0,0,0
"4",2158,0,0,3999,0,0,3594,589,0,0,0
"5",3213,0,0,0,3785,0,1373,1969,0,0,0
"6",3202,0,0,0,3430,0,2799,909,0,0,0
"7",1612,744,0,1092,3631,0,3261,0,0,0,0
"8",0,3668,0,0,4045,0,2627,0,0,0,0
"9",0,0,0,0,2703,0,6380,1257,0,0,0
"10",0,0,0,0,5613,0,4727,0,0,0,0
"11",0,0,0,717,1810,0,7813,0,0,0,0
"12",0,1369,0,0,3262,0,5709,0,0,0,0
"13",1169,2978,0,0,2899,0,0,3294,0,0,0
"14",3340,581,0,0,1854,0,4565,0,0,0,0
"15",0,2588,0,0,0,0,7752,0,0,0,0
"16",3512,0,0,0,6828,0,0,0,0,0,0
"1",129,1962,0,0,5078,0,2745,426,0,0,0
"2",2744,2217,0,349,3353,0,1677,0,0,0,0
"3",0,0,0,0,4531,0,5405,404,0,0,0
"4",3154,0,0,0,0,0,3216,1521,0,0,2449
"5",4030,2411,0,2736,593,0,570,0,0,0,0
"6",0,0,0,0,5744,0,4596,0,0,0,0
"7",0,0,0,1267,5801,0,3272,0,0,0,0
"8",581,0,0,0,6191,0,579,2989,0,0,0
"9",3242,306,0,1333,1882,0,3577,0,0,0,0
"10",962,0,0,0,1341,0,4618,3419,0,0,0
"11",676,0,0,580,915,0,8169,0,0,0,0
"12",2145,0,0,0,4418,0,3436,341,0,0,0
"13",250,0,0,0,4026,0,2718,0,0,0,3346
"14",1687,933,0,0,471,0,7116,133,0,0,0
"15",1765,0,0,0,2463,0,6112,0,0,0,0
"16",0,0,0,2412,3413,0,4515,0,0,0,0
"1",2076,0,0,2116,6148,0,0,0,0,0,0
"2",343,0,0,0,5557,0,4440,0,0,0,0
"3",1453,0,0,0,2531,0,6356,0,0,0,0
"4",5965,0,0,0,1207,0,3168,0,0,0,0
"5",0,2294,0,0,0,0,4171,3875,0,0,0
"6",21,1341,0,0,7171,0,0,0,1807,0,0
"7",6953,0,0,97,169,0,2218,0,0,0,903
"8",1811,0,0,0,1912,0,6617,0,0,0,0
"9",4627,0,0,0,900,0,4813,0,0,0,0
"10",1110,0,399,0,1704,0,7127,0,0,0,0
"11",0,699,0,0,3568,0,6073,0,0,0,0
"12",0,0,0,0,0,0,7744,2261,335,0,0
"13",332,0,918,0,1983,0,3407,3700,0,0,0
"14",3963,0,0,0,530,0,792,1997,3058,0,0
"15",1163,0,0,2547,380,0,6250,0,0,0,0
"16",0,0,0,543,3875,2755,2853,314,0,0,0
"1",421,0,0,720,6100,0,583,2516,0,0,0
"2",2551,4631,0,0,159,0,2999,0,0,0,0
"3",0,0,0,0,5488,0,4852,0,0,0,0
"4",5483,785,0,0,1362,0,2710,0,0,0,0
"5",3313,3753,0,967,0,0,2307,0,0,0,0
"6",0,0,0,0,2353,0,7987,0,0,0,0
"7",4783,0,0,0,0,0,5557,0,0,0,0
"8",0,1444,0,2222,3893,0,1101,0,1680,0,0
"9",137,2004,0,0,1934,0,4499,1766,0,0,0
