"","3643491","4327501","4343834","4349788","4451011","4456889","4461938","4478861","751725","836394"
"1",0,0,0,1956,0,7425,0,0,0,0
"2",0,0,0,0,0,2398,5778,0,1205,0
"3",0,0,0,0,0,9381,0,0,0,0
"4",0,0,0,0,0,9381,0,0,0,0
"5",0,0,0,0,423,7954,1004,0,0,0
"6",0,0,0,0,53,7401,1927,0,0,0
"7",0,0,0,0,1177,8204,0,0,0,0
"8",0,0,0,0,0,7631,0,0,0,1750
"9",0,0,0,0,0,6304,0,2482,0,595
"10",0,0,0,0,0,9381,0,0,0,0
"11",0,0,0,4300,0,4326,0,0,755,0
"12",0,0,180,5521,0,3680,0,0,0,0
"13",0,0,0,0,0,8988,0,0,393,0
"14",0,0,0,0,0,6044,0,3337,0,0
"15",0,0,0,0,3608,5773,0,0,0,0
"16",0,0,0,0,0,8454,0,0,927,0
"1",0,0,305,2406,0,6670,0,0,0,0
"2",0,0,2694,0,0,6687,0,0,0,0
"3",0,0,0,2044,0,7337,0,0,0,0
"4",0,0,0,0,0,9381,0,0,0,0
"5",0,148,0,0,0,8409,0,0,0,824
"6",0,0,0,0,0,5704,0,0,3677,0
"7",0,0,0,784,1797,5347,0,1453,0,0
"8",0,0,262,0,996,3566,0,299,4258,0
"9",0,0,2420,0,0,6620,0,0,0,341
"10",0,0,0,0,0,9381,0,0,0,0
"11",0,0,0,0,0,9381,0,0,0,0
"12",0,0,0,1169,0,7265,0,0,0,947
"13",0,0,0,4842,0,4539,0,0,0,0
"14",0,0,0,0,0,9381,0,0,0,0
"15",0,0,0,1363,0,3278,3615,0,1125,0
"16",0,0,0,0,0,9381,0,0,0,0
"1",0,0,0,0,0,8446,0,717,218,0
"2",0,0,0,0,4350,5031,0,0,0,0
"3",0,0,3331,484,0,5566,0,0,0,0
"4",0,0,0,0,0,5965,3416,0,0,0
"5",0,0,0,0,0,9381,0,0,0,0
"6",0,0,0,5138,0,562,2768,0,913,0
"7",0,0,0,0,1492,7382,0,0,0,507
"8",0,0,0,0,0,6651,1402,0,1328,0
"9",0,0,5926,0,0,3241,0,0,0,214
"10",0,0,749,0,0,6794,0,0,0,1838
"11",0,0,0,0,0,9381,0,0,0,0
"12",0,0,0,0,0,8266,0,1115,0,0
"13",0,0,0,0,89,2718,3093,0,0,3481
"14",0,0,0,0,0,9381,0,0,0,0
"15",0,0,0,55,0,7783,0,0,1543,0
"16",0,0,0,615,0,8766,0,0,0,0
"1",0,0,0,0,0,6098,1069,0,0,2214
"2",0,0,0,0,0,7700,1681,0,0,0
"3",0,0,688,0,0,3233,4238,0,0,1222
"4",0,0,0,0,0,9381,0,0,0,0
"5",0,0,0,0,0,833,8548,0,0,0
"6",0,0,0,0,0,4957,701,0,0,3723
"7",0,0,0,0,0,9381,0,0,0,0
"8",0,0,0,3691,0,1049,1839,0,616,2186
"9",0,0,6238,0,0,3143,0,0,0,0
"10",0,0,129,1335,0,7809,0,108,0,0
"11",0,0,0,0,0,5535,18,0,453,3375
"12",0,0,0,0,0,5151,0,0,0,4230
"13",0,0,423,0,0,6197,705,0,0,2056
"14",0,0,62,0,0,6401,0,0,436,2482
"15",0,0,0,0,0,9246,0,0,135,0
"16",0,0,0,0,8,9373,0,0,0,0
"1",0,0,0,0,0,6278,2577,0,0,526
"2",0,0,0,7607,0,1774,0,0,0,0
"3",0,0,0,0,0,9155,0,0,0,226
"4",0,0,2546,0,5461,1374,0,0,0,0
"5",0,0,0,0,0,8639,0,0,426,316
"6",0,0,0,0,0,9381,0,0,0,0
"7",0,0,0,0,5071,3559,751,0,0,0
"8",0,594,0,0,993,7146,0,648,0,0
"9",0,0,0,0,0,8224,0,0,1157,0
"10",0,0,2873,0,0,5764,744,0,0,0
"11",0,0,0,0,0,5446,3935,0,0,0
"12",122,0,0,0,0,9144,115,0,0,0
"13",0,0,0,0,0,5552,0,0,3829,0
"14",0,0,0,30,0,7112,0,0,2239,0
"15",0,0,0,0,0,6475,1866,1040,0,0
"16",0,0,2644,312,0,2854,0,0,3571,0
"1",0,0,0,0,0,8621,0,0,760,0
"2",0,0,0,0,0,9381,0,0,0,0
"3",0,0,0,0,1468,7913,0,0,0,0
"4",0,0,0,0,0,6526,2649,0,206,0
"5",0,0,0,0,0,6701,2680,0,0,0
"6",0,0,4158,0,1805,2174,750,0,0,494
"7",0,0,0,0,0,7650,1731,0,0,0
"8",101,0,0,0,0,9280,0,0,0,0
"9",0,0,0,848,0,8533,0,0,0,0
"10",0,0,0,1281,0,3615,0,0,0,4485
"11",0,0,1705,0,0,6919,757,0,0,0
"12",0,0,0,924,0,1061,0,5856,1540,0
"13",0,2327,4147,0,425,2482,0,0,0,0
"14",0,0,28,0,1858,7495,0,0,0,0
"15",0,0,557,3107,0,5419,0,0,298,0
"16",0,0,2121,0,1675,2603,678,0,2304,0
"1",0,0,0,0,0,7694,0,0,1687,0
"2",0,0,0,0,0,7168,0,0,112,2101
"3",0,0,0,0,0,9381,0,0,0,0
"4",0,0,0,0,0,9325,56,0,0,0
"5",0,0,472,0,0,8909,0,0,0,0
"6",0,0,0,0,0,8915,0,0,466,0
"7",0,0,0,3576,0,1778,1584,0,2443,0
"8",0,0,0,0,388,5982,0,1541,1470,0
"9",0,0,0,0,0,9381,0,0,0,0
"10",0,0,0,521,0,6203,0,2657,0,0
"11",0,0,0,0,1251,6401,0,1729,0,0
"12",0,0,0,0,0,5230,0,0,4151,0
"13",0,0,0,0,0,9381,0,0,0,0
"14",0,0,849,1108,0,7424,0,0,0,0
"15",0,0,0,0,4736,2937,1708,0,0,0
"16",0,0,0,785,0,8596,0,0,0,0
"1",0,0,1455,0,278,5718,0,0,1930,0
"2",0,0,0,0,2990,3870,2317,0,204,0
"3",0,0,0,710,3087,4514,0,0,1070,0
"4",0,0,0,1748,0,4652,2429,552,0,0
"5",0,0,0,0,0,7877,1504,0,0,0
"6",0,0,0,0,0,9381,0,0,0,0
"7",0,0,0,0,0,9381,0,0,0,0
"8",0,0,0,0,0,6578,1448,0,1355,0
