"","1117908","164915","1726426","3944484","4394926","4399988","4417158","4418165","4454257","4456892","4458775","691423"
"1",0,0,0,0,17138,2676,0,0,10977,0,4414,0
"2",0,0,0,0,4601,17413,0,0,13191,0,0,0
"3",0,0,0,0,792,13813,0,0,17490,0,3110,0
"4",0,0,0,0,8120,7655,0,0,17713,0,1717,0
"5",0,0,0,0,4086,4245,0,0,26689,0,185,0
"6",0,0,0,0,4413,6688,0,3881,19729,0,494,0
"7",0,0,0,0,6714,14649,1770,0,10294,0,1778,0
"8",0,0,0,930,5382,8859,0,0,19453,0,581,0
"9",0,0,0,0,3320,14043,943,0,16899,0,0,0
"10",0,0,0,207,13755,9700,0,232,10987,0,324,0
"11",0,0,0,0,1892,6166,0,0,23774,0,3373,0
"12",0,0,0,0,10792,9024,0,3824,11565,0,0,0
"13",0,0,0,0,7192,8908,0,0,8172,5309,5624,0
"14",0,0,0,296,3826,7580,197,3260,19495,144,407,0
"15",0,0,0,0,9824,11096,0,0,12049,0,2236,0
"16",0,0,0,0,4608,16020,0,0,13867,0,710,0
"1",0,0,0,0,1752,14393,0,0,14834,0,4226,0
"2",0,0,0,0,10241,5937,440,0,16815,0,1772,0
"3",0,0,0,0,11296,11306,0,0,10243,0,2360,0
"4",0,0,0,0,5622,6001,0,0,13983,0,9599,0
"5",0,0,0,0,7411,7745,0,0,18609,0,307,1133
"6",0,0,2811,0,2130,18598,0,956,8535,0,747,1428
"7",0,0,0,0,2711,16057,2124,0,11692,0,2621,0
"8",0,2540,0,0,5748,4119,1947,0,20851,0,0,0
"9",0,0,0,0,9493,6736,0,2587,16059,0,330,0
"10",0,0,0,0,3917,10688,0,0,18813,0,1787,0
"11",0,0,0,0,3465,10749,797,0,20194,0,0,0
"12",0,1476,0,0,1119,6068,294,0,23338,0,2910,0
"13",0,232,0,0,2038,9878,0,300,22757,0,0,0
"14",0,0,0,0,9237,9809,0,0,16159,0,0,0
"15",0,0,0,0,5533,23162,1030,0,3999,0,1481,0
"16",0,0,0,299,5377,13165,0,0,12007,0,865,3492
"1",2278,0,0,428,5191,10861,0,0,16447,0,0,0
"2",0,0,0,2992,5490,10075,0,0,15023,0,1625,0
"3",0,4435,0,0,4621,11136,0,1492,13340,0,181,0
"4",0,0,0,0,4112,15977,0,0,15116,0,0,0
"5",0,0,0,0,12179,5371,0,0,17655,0,0,0
"6",0,0,0,0,12068,4694,0,2027,14990,0,1426,0
"7",0,0,0,0,3805,10038,0,797,20565,0,0,0
"8",0,0,0,0,1589,10983,695,0,19009,0,2929,0
"9",0,1935,0,0,7180,9768,0,0,16322,0,0,0
"10",0,3036,0,0,3133,13593,0,826,14617,0,0,0
"11",0,0,0,0,427,5936,0,0,24276,0,4566,0
"12",0,0,0,0,8506,2666,0,0,23021,0,1012,0
"13",0,0,0,0,13779,4258,2991,0,13276,0,901,0
"14",4545,0,0,0,9754,7523,0,0,12579,0,804,0
"15",0,0,0,0,3727,9090,0,142,20472,0,1774,0
"16",0,1731,0,1957,6178,16356,0,0,8983,0,0,0
"1",0,0,0,0,10600,6220,0,1013,17372,0,0,0
"2",0,0,0,0,6373,7533,88,0,16959,0,4252,0
"3",0,0,0,2026,5235,17835,0,0,8617,0,1492,0
"4",0,1731,0,0,4337,3749,0,0,25388,0,0,0
"5",0,2052,0,0,4998,14467,0,0,13647,0,41,0
"6",0,0,0,0,8684,8731,0,1505,16285,0,0,0
"7",0,0,0,0,782,2016,3636,0,28771,0,0,0
"8",0,0,0,0,11145,4998,0,0,13238,0,5397,427
"9",0,0,0,0,277,15746,540,27,14459,0,4156,0
"10",0,0,0,1322,4957,8626,0,0,16876,0,3424,0
"11",0,0,0,1259,6354,8938,0,0,18573,0,81,0
"12",0,0,0,1607,1288,6926,0,0,22188,0,3196,0
"13",0,0,0,0,4509,11894,0,0,18802,0,0,0
"14",0,0,0,2471,8187,9582,0,0,14965,0,0,0
"15",0,1349,0,480,5945,4521,0,0,20914,0,1996,0
"16",0,0,0,0,17473,5280,0,0,10606,1846,0,0
"1",0,0,0,0,5854,15193,0,0,13372,0,786,0
"2",0,0,0,0,2478,6144,0,0,26583,0,0,0
"3",0,0,3322,0,552,23267,0,0,8064,0,0,0
"4",0,0,0,0,1765,11716,418,0,19264,0,2042,0
"5",0,0,0,0,4396,17645,0,0,12718,0,446,0
"6",0,0,0,0,6581,5766,0,0,21166,0,1692,0
"7",0,0,0,1527,0,8695,0,0,24212,0,771,0
"8",0,0,0,0,2113,14874,1148,0,14502,0,2568,0
"9",0,0,0,0,7014,5007,0,0,23184,0,0,0
"10",0,371,0,929,3048,6109,0,0,19327,0,5421,0
"11",0,0,0,0,2252,8944,0,2910,18992,0,2107,0
"12",0,0,0,0,7476,6667,0,0,13806,0,6894,362
"13",0,0,0,0,513,6598,0,0,23381,0,4713,0
"14",0,0,0,285,6272,4110,0,0,24133,0,405,0
"15",0,0,0,0,5798,10147,3088,0,16054,0,0,118
"16",0,0,0,0,2105,6618,2455,0,22747,0,1280,0
"1",0,0,0,0,2086,2303,0,0,27482,0,3334,0
"2",0,0,0,0,3142,10959,0,0,20660,0,444,0
"3",0,0,0,0,2321,1979,0,3811,26978,0,116,0
"4",0,0,0,0,17854,10194,0,0,7157,0,0,0
"5",0,0,0,0,1637,10490,0,0,22366,0,712,0
"6",0,0,0,0,3858,9417,0,1589,20341,0,0,0
"7",0,0,0,0,6977,7472,0,0,20756,0,0,0
"8",0,0,0,0,15560,10902,0,0,7381,0,1362,0
"9",0,618,0,0,2995,1068,0,0,30524,0,0,0
"10",0,0,0,1776,11759,10683,270,0,10717,0,0,0
"11",0,0,0,3233,1759,9424,0,0,20789,0,0,0
"12",0,0,225,0,8294,8091,0,0,18595,0,0,0
"13",0,0,0,0,16344,6226,0,0,10994,0,1502,139
"14",0,1848,0,0,2248,12152,0,469,18488,0,0,0
"15",0,0,0,0,11294,9195,0,0,13474,0,1242,0
"16",0,0,0,0,5064,7034,0,0,18190,0,4917,0
"1",0,0,0,0,8817,4268,0,1321,20361,0,438,0
"2",0,0,0,788,1503,6126,0,0,18833,0,7955,0
"3",0,0,0,0,5884,16009,0,0,8608,0,4704,0
"4",0,0,0,0,3625,12814,0,0,17918,0,848,0
"5",0,0,0,605,4510,17730,0,0,9715,0,2645,0
"6",0,0,0,0,0,16097,0,0,18658,0,450,0
"7",0,0,232,0,5364,16086,0,0,11098,0,2425,0
"8",0,779,1092,0,2848,11549,200,0,11169,0,7568,0
"9",0,0,0,487,7745,16464,0,1783,8726,0,0,0
"10",0,0,2,0,2885,6870,1883,0,22390,0,0,1175
"11",0,0,0,0,2010,8554,0,0,21778,0,2863,0
"12",40,0,0,0,3465,9114,1798,0,18926,0,1862,0
