"","333782","3622774","3643491","4327501","4343834","4349788","4419276","4432796","4451011","4455861","4456889","4461938","4478861"
"1",0,0,0,0,6601,0,0,725,0,1035,1036,501,0
"2",0,0,0,0,7904,828,0,0,0,0,845,23,298
"3",0,0,0,0,2945,913,0,2450,0,917,2673,0,0
"4",0,0,0,0,4972,0,0,0,1153,3407,366,0,0
"5",0,0,0,0,1872,0,0,848,0,285,6893,0,0
"6",0,0,0,0,5161,2219,0,0,0,500,2018,0,0
"7",0,0,0,0,7501,0,0,0,0,1858,539,0,0
"8",0,0,0,0,3303,0,0,0,0,1702,4893,0,0
"9",0,0,0,0,4340,3562,0,0,0,0,1996,0,0
"10",0,0,0,0,2614,903,0,0,0,0,80,6301,0
"11",0,0,0,0,4886,3137,0,0,0,39,1836,0,0
"12",0,0,0,0,3740,0,0,0,0,2420,2544,1194,0
"13",0,0,0,0,7455,0,0,0,0,0,2443,0,0
"14",0,0,0,0,3242,0,0,329,0,2199,4128,0,0
"15",0,0,0,0,6100,0,0,0,0,0,3798,0,0
"16",0,0,0,0,5806,0,0,0,0,493,3599,0,0
"1",0,0,0,0,7752,423,0,0,0,1723,0,0,0
"2",0,0,0,0,3879,0,0,0,0,1097,4922,0,0
"3",0,0,0,0,4027,0,0,0,0,2509,2248,1114,0
"4",0,0,0,0,7875,0,0,0,0,0,2023,0,0
"5",0,0,2548,0,862,0,0,0,0,1817,3891,780,0
"6",0,0,0,0,6527,0,0,0,0,0,3371,0,0
"7",0,0,0,0,6546,0,0,0,0,3352,0,0,0
"8",0,0,0,0,2917,685,0,1605,0,0,4691,0,0
"9",0,0,0,0,4141,608,0,0,0,4045,1104,0,0
"10",0,0,0,0,7056,0,0,1217,0,0,1625,0,0
"11",0,0,0,0,1740,2900,0,1287,0,334,161,3476,0
"12",0,0,0,0,2415,0,5838,0,0,1109,0,536,0
"13",0,0,0,0,4650,0,0,0,0,0,5248,0,0
"14",0,0,0,0,3269,4220,0,986,0,0,1306,117,0
"15",0,0,0,0,4888,1174,0,0,0,1823,0,2013,0
"16",0,0,0,0,6937,1454,0,0,0,1328,179,0,0
"1",0,0,0,0,816,88,1471,0,0,2844,4679,0,0
"2",0,0,0,0,5190,0,0,0,0,1069,550,3089,0
"3",0,0,0,0,9898,0,0,0,0,0,0,0,0
"4",0,0,0,0,9484,0,0,0,0,242,0,172,0
"5",0,0,0,0,2595,0,0,0,0,3563,3740,0,0
"6",0,0,0,0,7902,0,0,0,0,0,1832,164,0
"7",0,0,0,0,7623,0,0,0,0,879,1396,0,0
"8",0,0,0,0,2737,0,0,0,0,1624,5537,0,0
"9",0,0,0,0,6470,0,0,0,0,0,3130,298,0
"10",0,0,0,0,6304,0,0,431,0,0,0,3163,0
"11",0,0,0,0,2866,1216,0,0,0,869,4947,0,0
"12",0,0,0,0,2668,1213,0,0,0,0,6017,0,0
"13",0,0,0,0,5729,0,0,0,0,170,3999,0,0
"14",764,0,0,0,5124,1126,0,0,0,0,2884,0,0
"15",0,0,0,0,3434,151,0,393,0,1598,2830,1492,0
"16",0,0,705,0,3183,0,0,0,0,1547,4463,0,0
"1",0,0,0,0,6140,0,0,0,0,0,3758,0,0
"2",0,0,0,0,1839,0,0,0,0,3887,1091,3081,0
"3",0,0,0,0,4108,790,0,0,3470,0,1530,0,0
"4",0,0,0,0,1262,0,0,0,0,2596,7,0,6033
"5",0,0,0,0,8212,0,0,0,0,0,1686,0,0
"6",0,0,0,0,1640,0,0,0,0,5426,0,2832,0
"7",0,0,0,0,1289,2400,0,0,0,0,1101,3971,1137
"8",0,0,0,0,5365,1541,0,0,0,470,643,1879,0
"9",0,0,0,0,3045,0,0,0,0,5388,0,1465,0
"10",0,0,0,0,649,0,0,0,0,5596,3653,0,0
"11",0,0,0,0,3469,0,0,1033,0,0,5396,0,0
"12",0,0,0,0,4985,0,0,1480,0,0,3433,0,0
"13",0,0,0,0,6502,0,0,1245,0,2151,0,0,0
"14",0,195,0,0,1480,568,0,0,0,0,7655,0,0
"15",0,0,0,0,5154,452,0,0,952,201,3139,0,0
"16",0,2319,0,0,3148,342,0,2652,0,0,1437,0,0
"1",0,0,0,0,3678,332,0,641,0,403,2539,0,2305
"2",0,0,0,0,7302,0,0,0,0,0,2596,0,0
"3",0,0,1159,0,4137,0,0,0,0,0,4602,0,0
"4",78,0,0,0,3351,0,3012,0,0,0,3457,0,0
"5",0,0,0,0,3208,0,0,0,0,0,362,6328,0
"6",0,0,0,0,5584,0,0,0,0,818,2949,547,0
"7",0,0,0,0,6501,0,0,0,0,0,3397,0,0
"8",0,0,0,0,1409,0,0,0,0,6156,2333,0,0
"9",0,0,0,0,493,0,0,1681,2854,1942,2928,0,0
"10",0,0,0,0,9365,0,0,0,0,0,533,0,0
"11",0,0,0,0,9607,0,0,0,0,0,291,0,0
"12",0,0,0,0,569,0,0,0,0,62,8003,1264,0
"13",0,0,0,0,5304,0,0,0,0,4594,0,0,0
"14",0,0,0,0,7442,732,0,0,1659,65,0,0,0
"15",0,0,0,0,5241,0,0,0,0,0,2318,0,2339
"16",0,0,0,0,1631,0,0,857,0,2740,732,3938,0
"1",0,0,0,0,3978,0,0,0,0,2498,3422,0,0
"2",0,0,0,0,1747,0,0,0,0,5747,2354,50,0
"3",350,0,0,0,6393,0,0,0,0,1286,1869,0,0
"4",124,0,0,0,1739,3090,0,0,0,0,4945,0,0
"5",0,0,0,0,7118,0,0,0,1531,0,417,832,0
"6",0,0,0,0,4827,0,0,0,609,1012,3450,0,0
"7",0,0,0,0,9641,0,0,0,0,0,257,0,0
"8",0,0,0,0,5976,104,641,792,0,0,2385,0,0
"9",0,0,0,0,3334,0,0,0,0,0,6564,0,0
"10",0,0,0,0,5513,0,0,0,2213,0,0,2172,0
"11",0,0,0,0,3576,900,467,0,0,0,4955,0,0
"12",0,0,0,0,4552,0,0,0,0,844,4502,0,0
"13",0,0,0,0,8362,945,0,0,0,553,38,0,0
"14",0,0,0,0,6185,283,0,0,0,120,0,3310,0
"15",0,0,0,0,9140,0,0,0,0,0,758,0,0
"16",0,2722,0,0,4181,0,0,601,0,1490,904,0,0
"1",1034,0,0,0,4012,0,0,0,0,2502,203,2147,0
"2",0,0,0,0,6049,1352,0,0,0,0,2478,0,19
"3",0,0,0,0,5000,0,0,0,0,0,4898,0,0
"4",0,0,0,0,5798,0,0,0,0,0,4100,0,0
"5",0,3861,0,0,3909,739,0,93,0,0,1296,0,0
