"","3622774","4343834","4451011","4454529","4455861","4456889","4461938","72643","814805","827497"
"1",0,0,2330,0,5139,0,0,0,0,669
"2",0,0,0,3454,708,3976,0,0,0,0
"3",0,172,0,823,2829,3368,0,0,946,0
"4",0,0,260,1867,6011,0,0,0,0,0
"5",0,0,1754,1455,2662,2267,0,0,0,0
"6",0,6923,0,0,687,465,0,0,0,63
"7",0,0,5490,0,1786,0,862,0,0,0
"8",0,0,0,208,8,7922,0,0,0,0
"9",0,0,2466,3348,1019,0,1305,0,0,0
"10",0,0,2678,90,3350,2020,0,0,0,0
"11",0,0,0,3810,0,1825,1178,0,0,1325
"12",0,2320,0,0,2741,2218,859,0,0,0
"13",0,0,0,2858,713,191,3861,0,0,515
"14",0,0,724,0,1133,6281,0,0,0,0
"15",0,0,0,699,7071,0,200,168,0,0
"16",0,0,0,2404,3604,0,2130,0,0,0
"1",0,0,1287,0,2371,0,4480,0,0,0
"2",0,0,0,794,3251,1647,2446,0,0,0
"3",0,0,0,3086,5052,0,0,0,0,0
"4",0,0,1168,1269,2283,2737,681,0,0,0
"5",0,3059,0,1094,1212,2773,0,0,0,0
"6",0,746,0,650,5237,1505,0,0,0,0
"7",0,0,2818,0,213,4057,1050,0,0,0
"8",0,0,0,1861,3823,1257,0,0,0,1197
"9",0,1263,0,367,1520,1955,3033,0,0,0
"10",0,0,2726,765,4647,0,0,0,0,0
"11",0,0,268,423,7447,0,0,0,0,0
"12",0,0,1077,1286,1567,3312,896,0,0,0
"13",0,3968,1514,1669,128,642,80,0,0,137
"14",0,0,0,0,1265,1209,5664,0,0,0
"15",0,0,2509,0,399,5230,0,0,0,0
"16",0,0,3154,1638,0,2099,485,0,0,762
"1",0,0,0,944,3136,1947,2111,0,0,0
"2",0,0,3036,778,1594,2730,0,0,0,0
"3",0,0,212,0,0,4080,1575,0,0,2271
"4",0,0,0,2929,3787,1422,0,0,0,0
"5",0,0,0,955,3094,2519,1570,0,0,0
"6",0,0,0,0,1867,3191,2530,0,0,550
"7",0,0,0,5361,0,2777,0,0,0,0
"8",0,116,1501,1579,3466,101,0,0,0,1375
"9",0,1129,0,2200,1193,0,3616,0,0,0
"10",0,0,0,2323,0,3950,1758,0,0,107
"11",0,1308,0,0,3053,3777,0,0,0,0
"12",0,2730,3617,0,455,0,1336,0,0,0
"13",0,0,3364,3056,1268,0,450,0,0,0
"14",0,0,397,5347,2394,0,0,0,0,0
"15",0,0,1512,0,4073,1589,964,0,0,0
"16",0,0,0,336,6483,1319,0,0,0,0
"1",0,1978,1633,0,1632,1548,0,0,0,1347
"2",0,0,0,1307,448,6383,0,0,0,0
"3",0,137,704,1575,1000,3751,0,0,0,971
"4",0,0,1794,178,4941,1225,0,0,0,0
"5",0,0,4119,0,430,3589,0,0,0,0
"6",0,1111,1354,0,368,955,4350,0,0,0
"7",0,0,41,889,0,6581,627,0,0,0
"8",0,0,785,0,5556,1797,0,0,0,0
"9",0,0,0,701,203,2012,4765,0,0,457
"10",0,0,0,791,3107,1706,1336,0,0,1198
"11",0,0,0,842,6266,0,1030,0,0,0
"12",0,0,166,1856,0,6116,0,0,0,0
"13",0,1212,1805,134,0,4987,0,0,0,0
"14",0,0,1087,6765,286,0,0,0,0,0
"15",0,665,816,0,1950,4707,0,0,0,0
"16",0,0,2361,651,2816,2310,0,0,0,0
"1",0,0,0,3200,913,4025,0,0,0,0
"2",0,0,3064,912,0,4162,0,0,0,0
"3",0,0,456,0,6597,1085,0,0,0,0
"4",0,0,2857,0,2012,3269,0,0,0,0
"5",0,0,373,2398,3062,780,1525,0,0,0
"6",0,6659,183,0,1296,0,0,0,0,0
"7",0,0,0,4635,2388,1004,111,0,0,0
"8",0,0,4671,1338,844,0,1285,0,0,0
"9",0,0,2697,1343,4098,0,0,0,0,0
"10",0,0,2681,590,1542,3325,0,0,0,0
"11",0,0,0,554,701,739,848,0,0,5296
"12",0,0,1596,0,1789,4490,263,0,0,0
"13",0,0,0,0,4364,3692,82,0,0,0
"14",0,0,2507,217,892,1728,2794,0,0,0
"15",0,0,3760,0,1827,2551,0,0,0,0
"16",0,0,0,5528,2610,0,0,0,0,0
"1",0,0,743,0,6878,0,517,0,0,0
"2",0,0,672,1624,5842,0,0,0,0,0
"3",0,0,1126,0,5248,1133,631,0,0,0
"4",0,114,2087,0,3824,2113,0,0,0,0
"5",0,711,4659,858,1910,0,0,0,0,0
"6",0,0,2101,0,1651,4386,0,0,0,0
"7",0,0,1626,0,2281,3260,971,0,0,0
"8",0,0,3384,0,3569,605,580,0,0,0
"9",2328,1169,0,1025,995,0,0,0,0,2621
"10",0,0,0,0,4555,3583,0,0,0,0
"11",0,311,931,0,2214,2815,0,0,0,1867
"12",0,0,1759,41,0,1417,4921,0,0,0
"13",0,3,0,615,4222,2133,0,0,0,1165
"14",0,0,4616,0,1849,1401,272,0,0,0
"15",0,0,878,0,781,6114,0,0,0,365
"16",0,0,451,672,4989,1710,316,0,0,0
"1",0,0,3692,0,2326,2120,0,0,0,0
"2",0,0,0,0,7941,197,0,0,0,0
"3",0,662,0,0,0,5138,2338,0,0,0
"4",0,3735,0,4403,0,0,0,0,0,0
"5",0,0,5287,353,291,2207,0,0,0,0
"6",0,0,2237,0,3657,2193,51,0,0,0
"7",0,0,4927,0,285,2926,0,0,0,0
"8",0,0,360,1869,2353,1498,1087,0,971,0
"9",0,0,0,1892,424,1383,4439,0,0,0
"10",0,0,811,0,3470,1738,2119,0,0,0
"11",0,0,1067,0,3419,1735,0,0,0,1917
"12",0,1843,1042,0,4176,0,1077,0,0,0
"13",0,0,1859,128,2949,1435,1767,0,0,0
"14",0,0,2165,0,0,5973,0,0,0,0
"15",0,1231,0,0,5785,0,1122,0,0,0
"16",0,69,725,2907,3547,890,0,0,0,0
"1",0,0,1540,1573,3823,1202,0,0,0,0
"2",0,1045,0,4420,2409,0,264,0,0,0
"3",0,0,0,2835,4252,1051,0,0,0,0
"4",0,0,2447,2155,0,3536,0,0,0,0
"5",0,0,0,5342,2418,378,0,0,0,0
"6",0,0,0,67,0,4554,3272,0,0,245
"7",0,0,4163,0,774,1284,1917,0,0,0
"8",0,343,0,2307,3990,0,539,0,0,959
"9",0,381,0,0,7316,441,0,0,0,0
"10",0,0,5630,1464,774,50,220,0,0,0
"11",0,0,2532,0,107,5499,0,0,0,0
"12",0,0,5071,0,89,2482,0,496,0,0
"13",0,0,0,317,7185,636,0,0,0,0
"14",0,1965,963,533,403,4274,0,0,0,0
"15",0,484,5809,1596,0,249,0,0,0,0
"16",0,0,466,418,0,6105,1149,0,0,0
"1",0,0,0,317,7538,283,0,0,0,0
"2",0,88,0,0,2078,1403,4569,0,0,0
"3",0,0,3013,0,3200,1925,0,0,0,0
"4",0,0,940,0,540,5933,725,0,0,0
"5",0,4855,608,317,0,2358,0,0,0,0
"6",0,0,1638,283,0,4949,1268,0,0,0
"7",0,626,0,0,2592,4920,0,0,0,0
"8",0,0,0,1346,1431,2806,1224,0,0,1331
"9",0,0,0,5559,2339,240,0,0,0,0
"10",0,2421,863,1063,3588,0,0,0,0,203
"11",0,0,2557,77,5504,0,0,0,0,0
"12",0,0,2779,0,826,4533,0,0,0,0
