"","3944484","4394926","4399988","4418165","4425571","4454257","4456892","4475144","691423"
"1",9229,9624,156,1254,0,13376,0,0,0
"2",6095,1796,1671,79,0,21683,0,0,2315
"3",3942,18888,0,0,0,10206,0,0,603
"4",3733,8003,628,3343,0,17932,0,0,0
"5",7571,6091,0,0,0,19977,0,0,0
"6",7344,4174,0,0,0,16933,0,0,5188
"7",4693,6334,5000,118,0,16158,0,0,1336
"8",8221,892,1116,2345,0,17724,0,3341,0
"9",9045,6552,0,133,0,17909,0,0,0
"10",7026,4128,5670,0,0,16815,0,0,0
"11",10091,3837,0,0,0,18091,0,0,1620
"12",7739,10902,0,0,0,14033,0,0,965
"13",11998,8847,0,335,0,10905,0,0,1554
"14",9091,4086,3547,2539,0,14298,0,78,0
"15",4795,10921,4738,1683,2277,9225,0,0,0
"16",14710,2505,0,272,0,15030,0,0,1122
"1",5144,4919,1751,0,0,21825,0,0,0
"2",6294,8311,0,2513,0,16521,0,0,0
"3",5420,8084,0,1249,0,16769,0,1107,1010
"4",8636,7031,0,0,0,16825,0,0,1147
"5",2650,3284,81,0,0,24039,0,0,3585
"6",16526,356,1001,2409,0,13347,0,0,0
"7",5418,9880,0,0,0,18341,0,0,0
"8",6389,0,1677,0,0,22365,0,743,2465
"9",4053,3787,0,980,0,24715,0,0,104
"10",1935,6660,1666,820,0,21993,0,0,565
"11",12979,8199,682,1477,0,10152,0,0,150
"12",4371,6793,14,1976,0,15388,0,0,5097
"13",8984,3635,0,0,0,19113,0,0,1907
"14",10637,4745,0,0,0,18257,0,0,0
"15",9385,8120,0,1592,0,14395,0,147,0
"16",7928,642,0,1631,3770,17430,0,0,2238
"1",9838,5182,3717,1620,0,11906,0,1376,0
"2",9681,219,0,346,0,21554,0,0,1839
"3",12654,5181,1968,3449,0,9791,0,0,596
"4",7329,3206,0,2058,1870,19176,0,0,0
"5",6418,12917,0,226,2825,11253,0,0,0
"6",1323,4941,0,13834,0,13541,0,0,0
"7",3987,5227,0,2710,0,15923,0,5792,0
"8",5242,10271,0,0,0,18126,0,0,0
"9",12515,4667,515,1357,0,11848,0,2737,0
"10",7470,7361,829,540,0,11408,0,0,6031
"11",3061,3277,3262,1341,0,22698,0,0,0
"12",12742,5290,0,773,0,14834,0,0,0
"13",2753,8149,2393,1265,0,14126,0,4953,0
"14",19736,3391,0,0,0,10512,0,0,0
"15",5661,4993,152,85,0,22748,0,0,0
"16",8354,4241,141,226,0,19853,0,0,824
"1",5284,1185,0,4425,0,22745,0,0,0
"2",5773,1639,0,6738,0,16663,0,2826,0
"3",11612,1318,7224,4967,0,8033,0,0,485
"4",15490,5236,0,355,0,12558,0,0,0
"5",7266,1232,0,4107,0,19416,0,0,1618
"6",16189,1250,0,385,0,15815,0,0,0
"7",7489,5126,0,161,0,11524,0,0,9339
"8",16342,3525,0,1712,0,12060,0,0,0
"9",5445,3262,475,3076,0,21381,0,0,0
"10",9918,1080,0,1288,0,21353,0,0,0
"11",8268,5154,1197,852,0,14122,0,1800,2246
"12",7097,1465,0,377,0,20808,0,124,3768
"13",3422,5599,0,0,0,22833,0,0,1785
"14",6982,7436,1624,6582,0,9821,0,0,1194
"15",10816,1855,0,3055,0,17636,0,0,277
"16",10765,3261,0,0,0,19613,0,0,0
"1",4207,5690,0,0,0,22681,0,0,1061
"2",9460,3582,0,0,0,17816,0,2265,516
"3",13999,4822,0,2648,0,12170,0,0,0
"4",4721,13006,0,1070,0,11353,0,0,3489
"5",7988,7322,0,0,0,18329,0,0,0
"6",14260,1387,0,0,0,17992,0,0,0
"7",5465,430,1933,3292,0,17297,0,0,5222
"8",8664,1804,0,2379,0,20792,0,0,0
"9",6434,7082,6648,3485,0,9990,0,0,0
"10",11631,3399,1756,2253,0,14600,0,0,0
"11",13373,3174,0,1216,0,13643,0,0,2233
"12",6263,8229,0,0,0,19147,0,0,0
"13",10134,6158,1222,6505,0,9239,0,0,381
"14",12050,3223,0,0,0,17068,0,1298,0
"15",11316,6682,0,2337,0,13200,0,0,104
"16",7027,1107,0,7258,0,15139,0,884,2224
"1",2607,4656,0,3730,1562,21084,0,0,0
"2",6613,14508,0,1041,0,11477,0,0,0
"3",14835,591,0,4525,0,12762,0,0,926
"4",5873,6525,0,3259,0,16165,133,1684,0
"5",14455,6044,0,1792,0,11348,0,0,0
"6",7778,7821,70,526,0,13774,0,0,3670
"7",8231,4110,0,0,0,21298,0,0,0
"8",13083,4229,0,171,0,16156,0,0,0
"9",12166,9978,1115,1396,0,7438,0,1546,0
"10",8721,5658,133,7902,0,11225,0,0,0
"11",9911,4379,0,980,0,18099,0,0,270
"12",7910,9755,0,2215,0,13759,0,0,0
"13",492,11518,1678,0,0,19951,0,0,0
"14",7484,1342,519,66,0,24211,0,0,17
"15",9419,1416,918,0,0,20611,0,0,1275
"16",12714,969,0,3261,474,16221,0,0,0
"1",2424,5255,0,4331,0,21629,0,0,0
"2",11696,4439,0,509,0,16995,0,0,0
"3",11917,1475,0,0,0,15534,0,0,4713
"4",8795,4784,2494,1205,0,16361,0,0,0
"5",8776,5578,0,0,0,16888,0,0,2397
"6",8004,4573,1440,233,0,19389,0,0,0
"7",4317,7710,0,0,0,19184,0,432,1996
"8",18025,3663,271,2331,0,8621,0,0,728
"9",12425,2866,0,4721,0,13627,0,0,0
"10",6745,3084,0,421,0,12461,0,0,10928
"11",8895,2167,0,4555,0,14702,0,0,3320
"12",4325,13006,0,6820,0,6640,0,2848,0
"13",10935,8308,733,3580,0,9326,0,0,757
"14",13343,0,0,2763,0,17533,0,0,0
"15",11073,3479,0,0,0,17161,0,1452,474
"16",8992,6684,0,0,0,17963,0,0,0
"1",9824,5681,1655,1765,0,14714,0,0,0
"2",6651,1738,0,68,0,25182,0,0,0
"3",24059,1173,0,1277,0,7130,0,0,0
"4",7872,1756,4058,3607,0,12699,0,242,3405
"5",7767,3624,0,0,1520,16332,0,0,4396
"6",5067,6291,4605,233,0,17032,0,0,411
"7",6204,2569,0,6377,0,16921,0,0,1568
"8",5641,3600,1026,0,1182,21953,0,0,237
"9",4464,4015,1593,0,0,20700,0,0,2867
"10",6080,4884,3997,0,0,18678,0,0,0
"11",8713,3327,0,3298,0,18301,0,0,0
"12",2093,2026,0,0,0,29520,0,0,0
"13",7944,5536,2550,0,0,17609,0,0,0
"14",7159,5071,2605,0,0,18096,0,0,708
"15",8418,2810,1928,1348,0,16058,0,0,3077
"16",5959,3577,0,1148,0,21911,0,0,1044
"1",7420,2446,0,1036,0,22737,0,0,0
"2",2619,6126,3678,0,0,19763,759,0,694
"3",21392,1952,0,2,0,10293,0,0,0
"4",10954,2681,5808,6455,0,7658,0,0,83
"5",2446,2576,0,0,0,28617,0,0,0
"6",4810,3448,1644,0,0,21938,0,0,1799
"7",6108,2651,1759,0,0,20732,0,0,2389
"8",13422,2838,680,4347,0,8069,0,0,4283
"9",7818,5860,0,0,0,19961,0,0,0
"10",6193,8936,504,0,0,18006,0,0,0
"11",11687,2935,0,95,274,17745,0,0,903
"12",5480,7158,499,0,0,19118,0,0,1384
"13",1229,16463,0,3631,0,8979,0,0,3337
"14",2468,6022,1664,0,0,22852,0,0,633
"15",8569,8663,0,0,0,14622,0,0,1785
"16",7646,9778,1857,0,0,11666,0,1108,1584
"1",9050,7007,85,0,0,17321,0,176,0
"2",6159,1352,0,3272,0,22856,0,0,0
"3",6958,4277,3687,3741,0,14976,0,0,0
"4",7474,424,0,7637,2376,14379,0,1349,0
"5",9280,906,1595,2619,0,15864,0,109,3266
"6",9301,14096,0,0,0,8277,0,0,1965
"7",6947,7675,1690,1442,0,15071,0,0,814
"8",2892,5822,805,0,0,23956,0,0,164
"9",9568,10814,0,1172,0,12085,0,0,0
"10",5828,2776,0,7578,0,14376,0,3081,0
"11",4584,5040,0,4700,0,19315,0,0,0
"12",4522,7570,696,561,0,14808,0,0,5482
"13",5693,4751,802,0,49,22344,0,0,0
"14",9015,4536,0,0,0,20088,0,0,0
"15",1793,2226,0,4959,0,24661,0,0,0
"16",5850,7308,0,738,0,16298,0,0,3445
"1",12846,2204,145,0,0,18444,0,0,0
"2",3175,4081,702,0,0,24456,0,0,1225
"3",18540,0,0,3193,0,11906,0,0,0
"4",16257,12267,0,439,0,4676,0,0,0
"5",4432,0,1180,55,0,27949,0,0,23
"6",4460,2078,3215,6365,4028,13493,0,0,0
"7",10036,8471,0,0,0,15132,0,0,0
"8",12179,3611,0,0,0,17017,0,0,832
"9",10346,7620,0,7588,0,8085,0,0,0
"10",4925,6613,2338,2002,0,17761,0,0,0
"11",2852,5627,0,0,0,24233,0,0,927
"12",8150,6354,0,1141,0,14323,0,0,3671
"13",14321,6274,0,0,0,13044,0,0,0
"14",4208,3644,0,198,0,25454,0,0,135
"15",13150,4832,0,0,0,11217,0,0,4440
"16",5136,7387,0,2011,0,16937,0,0,2168
"1",5268,0,0,1264,0,27107,0,0,0
"2",11299,5501,0,3344,0,13495,0,0,0
"3",15675,5988,4144,2666,0,5166,0,0,0
"4",14517,6415,0,1989,483,10235,0,0,0
