"","106985","333782","3622774","4327501","4343834","4349788","4432796","4438565","4451011","4455861","4456889","4461938","557138"
"1",0,0,3056,0,0,2165,0,0,0,0,0,3936,0
"2",0,0,5639,0,1494,0,0,0,0,1513,0,511,0
"3",0,0,4490,0,569,0,0,0,0,0,941,3157,0
"4",0,0,3386,0,0,2309,334,0,0,3128,0,0,0
"5",0,2349,2823,0,0,0,0,0,0,0,1241,2744,0
"6",522,0,7418,0,0,889,0,0,0,0,0,328,0
"7",0,0,0,0,0,919,0,0,0,1630,5482,1126,0
"8",1397,0,5006,0,0,0,0,0,0,128,0,2626,0
"9",0,0,4577,0,2720,0,0,0,0,0,1860,0,0
"10",0,0,3065,0,0,0,0,0,0,0,5435,657,0
"11",0,0,369,0,0,0,0,0,0,2537,42,6209,0
"12",0,0,1624,0,808,0,0,0,0,688,6037,0,0
"13",0,0,6426,0,0,2731,0,0,0,0,0,0,0
"14",0,0,5029,0,202,0,0,0,0,0,0,3926,0
"15",0,0,6602,0,0,0,0,0,0,0,1667,888,0
"16",0,0,0,0,1625,0,0,0,0,2799,1833,2900,0
"1",0,0,2271,0,2962,0,0,0,0,0,43,3881,0
"2",0,0,3697,0,2829,0,0,0,0,0,0,2631,0
"3",0,0,5082,0,0,0,0,0,0,3646,429,0,0
"4",0,3384,2632,0,881,0,0,0,0,1668,592,0,0
"5",0,0,3843,0,1776,0,0,0,0,0,0,3538,0
"6",1829,2095,1117,0,1720,0,0,0,0,1688,0,708,0
"7",749,0,6451,0,0,0,0,0,0,0,0,1957,0
"8",0,0,6536,0,0,0,0,0,0,0,2621,0,0
"9",0,0,1982,0,6179,0,0,0,0,43,953,0,0
"10",0,0,45,0,0,6449,0,0,0,0,499,2164,0
"11",693,0,610,0,3989,0,0,0,0,0,3865,0,0
"12",0,0,6092,0,993,0,0,0,0,0,0,2072,0
"13",0,0,4509,0,1594,0,0,0,0,0,763,2291,0
"14",0,1710,546,0,0,5429,0,0,0,863,0,609,0
"15",3887,0,4382,0,252,0,0,0,0,0,0,636,0
"16",0,0,0,0,2602,3662,0,0,0,258,2635,0,0
"1",0,0,699,0,0,0,0,0,0,48,2198,6212,0
"2",0,0,1266,0,3021,105,0,0,0,0,4765,0,0
"3",0,0,3641,0,0,0,0,0,0,0,1584,3932,0
"4",0,0,8,0,1653,0,3157,0,0,0,3700,639,0
"5",900,264,3256,0,0,3,0,0,4385,349,0,0,0
"6",0,0,7048,0,0,750,0,0,0,0,169,1190,0
"7",0,0,1053,0,5012,0,0,0,3092,0,0,0,0
"8",0,1333,6026,0,200,511,0,0,0,0,155,932,0
"9",2164,0,2197,0,738,1577,0,0,0,0,2481,0,0
"10",0,0,2118,0,2167,0,0,0,0,172,4700,0,0
"11",0,0,5599,0,104,0,0,0,0,0,863,2591,0
"12",0,0,1989,0,0,3438,0,0,0,0,0,3730,0
"13",0,0,2855,0,5205,1015,0,0,0,0,0,82,0
"14",0,0,5898,0,0,0,0,0,0,0,3259,0,0
