"","1"
"shannon",2.59387945978825
"shannon.1",2.24972754275431
"shannon.2",2.3221805167976
"shannon.3",2.34188742124278
"shannon.4",2.26179660993857
"shannon.5",2.56332924509336
"shannon.6",2.60740247781368
"shannon.7",1.9013283195439
"shannon.8",1.92470396735665
"shannon.9",2.42904908899171
"shannon.10",2.13495265330285
"shannon.11",2.03309672708425
"shannon.12",2.27376590766377
"shannon.13",2.13865095952469
"shannon.14",2.31800050570345
"shannon.15",2.37649159826018
"shannon.16",2.35396982533034
"shannon.17",2.36647120654618
"shannon.18",2.42439320284342
"shannon.19",2.56964629730913
"shannon.20",1.56022366328806
"shannon.21",2.30877303039833
"shannon.22",2.08752618076728
"shannon.23",2.43692723904563
"shannon.24",2.33579519004787
"shannon.25",2.34671543973598
"shannon.26",2.20256552461331
"shannon.27",2.62902356936163
"shannon.28",2.04540715604228
"shannon.29",2.39083651338188
"shannon.30",2.58965696968404
"shannon.31",2.22191680585359
"shannon.32",2.03654992819626
"shannon.33",2.06819519447114
"shannon.34",2.39129672361616
"shannon.35",1.94943901698178
"shannon.36",2.13108797848469
"shannon.37",2.74699004697079
"shannon.38",2.54775171417345
"shannon.39",2.38738414347448
"shannon.40",2.48519466129152
"shannon.41",2.09726773599035
"shannon.42",2.30206494370986
"shannon.43",2.46401836524319
"shannon.44",2.27865592246346
"shannon.45",2.2801056483036
"shannon.46",2.24967258895342
"shannon.47",2.38246759166379
"shannon.48",2.25450685581717
"shannon.49",2.15798430029419
"shannon.50",2.41989855857387
"shannon.51",1.81631135943035
"shannon.52",2.49308325540985
"shannon.53",2.46767093762172
"shannon.54",2.3359351347651
"shannon.55",2.13588297844457
"shannon.56",2.167027996417
"shannon.57",2.51233408223422
"shannon.58",2.67894403045959
"shannon.59",2.46591043561892
"shannon.60",2.75308423849805
"shannon.61",2.11413024682254
"shannon.62",2.28278941385582
"shannon.63",2.42632554911362
"shannon.64",2.32902901887222
"shannon.65",2.39838059320718
"shannon.66",2.21122643389149
"shannon.67",2.31238531856601
"shannon.68",2.47785264280644
"shannon.69",2.23801345068393
"shannon.70",2.49953936069961
"shannon.71",2.34579928437783
"shannon.72",1.99291308894321
"shannon.73",2.36162465711458
"shannon.74",2.42170327914892
"shannon.75",2.34061629950936
"shannon.76",2.48565261531765
"shannon.77",2.13365134201872
"shannon.78",2.71151840678866
"shannon.79",2.08966763720584
"shannon.80",2.42662552244512
"shannon.81",2.1708681783087
"shannon.82",2.0916038469009
"shannon.83",2.54647125985553
"shannon.84",2.76626429109236
"shannon.85",2.25891439036681
"shannon.86",2.31199937391265
"shannon.87",2.15382027031411
"shannon.88",2.5581029531557
"shannon.89",2.05224216333549
"shannon.90",2.52143373640803
"shannon.91",2.03542316392502
"shannon.92",2.06454032381028
"shannon.93",2.51610364445311
"shannon.94",2.15720556142191
"shannon.95",2.43371968367207
"shannon.96",2.50561311228274
"shannon.97",2.31637096220823
"shannon.98",2.42522155429957
"shannon.99",2.36792138289667
"shannon.100",2.37244979120762
"shannon.101",2.33287424242355
"shannon.102",2.43176948931425
"shannon.103",2.30372219309165
"shannon.104",2.12249577675252
"shannon.105",2.3359323685273
"shannon.106",2.405395270712
"shannon.107",2.39406462751573
"shannon.108",2.16135734186011
"shannon.109",2.49282748715075
"shannon.110",2.17992748871859
"shannon.111",2.48713772886066
"shannon.112",2.18974699542625
"shannon.113",2.40733047438472
"shannon.114",2.55674975403883
"shannon.115",2.37709340396639
"shannon.116",2.39202109200126
"shannon.117",2.42803568116119
"shannon.118",2.74807690445211
"shannon.119",2.38958822986445
"shannon.120",2.58281692384243
"shannon.121",2.13281386849619
"shannon.122",2.36965182069649
"shannon.123",2.27297149120305
"shannon.124",2.49736786353291
"shannon.125",2.19358869143254
"shannon.126",2.33147100331244
"shannon.127",2.1817860020674
"shannon.128",2.29002479169227
"shannon.129",2.26462045443911
"shannon.130",2.65926070484311
"shannon.131",2.05949323672224
"shannon.132",2.26148874158547
"shannon.133",2.02507914276266
"shannon.134",2.41044425216955
"shannon.135",2.52344010323229
"shannon.136",2.77894209618164
"shannon.137",2.60982336293926
"shannon.138",2.17893919120904
"shannon.139",2.484429178079
"shannon.140",2.37153082787241
"shannon.141",2.58378004010177
"shannon.142",2.18337084979178
"shannon.143",2.35913575561189
