"","1"
"observed",16
"observed.1",17
"observed.2",12
"observed.3",18
"observed.4",14
"observed.5",18
"observed.6",19
"observed.7",20
"observed.8",15
"observed.9",10
"observed.10",17
"observed.11",17
"observed.12",16
"observed.13",14
"observed.14",14
"observed.15",15
"observed.16",15
"observed.17",10
"observed.18",12
"observed.19",19
"observed.20",16
"observed.21",18
"observed.22",13
"observed.23",13
"observed.24",18
"observed.25",19
"observed.26",14
"observed.27",16
"observed.28",15
"observed.29",12
"observed.30",14
"observed.31",16
"observed.32",13
"observed.33",16
"observed.34",15
"observed.35",16
"observed.36",19
"observed.37",12
"observed.38",13
"observed.39",21
"observed.40",18
"observed.41",17
"observed.42",17
"observed.43",16
"observed.44",15
"observed.45",15
"observed.46",22
"observed.47",16
"observed.48",15
"observed.49",12
"observed.50",17
"observed.51",16
"observed.52",14
"observed.53",11
"observed.54",16
"observed.55",18
"observed.56",20
"observed.57",18
"observed.58",13
"observed.59",13
"observed.60",11
"observed.61",14
"observed.62",14
"observed.63",19
"observed.64",16
"observed.65",16
"observed.66",14
"observed.67",17
"observed.68",15
"observed.69",19
"observed.70",15
"observed.71",17
"observed.72",17
"observed.73",9
"observed.74",13
"observed.75",15
"observed.76",15
"observed.77",15
"observed.78",17
"observed.79",17
"observed.80",18
"observed.81",15
"observed.82",18
"observed.83",20
"observed.84",16
"observed.85",14
"observed.86",15
"observed.87",15
"observed.88",17
"observed.89",13
"observed.90",16
"observed.91",13
"observed.92",13
"observed.93",17
"observed.94",11
"observed.95",23
"observed.96",17
"observed.97",16
"observed.98",14
"observed.99",15
"observed.100",15
"observed.101",20
"observed.102",17
"observed.103",14
"observed.104",21
"observed.105",15
"observed.106",17
"observed.107",14
"observed.108",15
"observed.109",18
"observed.110",12
"observed.111",16
"observed.112",19
"observed.113",15
"observed.114",15
"observed.115",13
"observed.116",18
"observed.117",14
"observed.118",19
"observed.119",17
"observed.120",18
"observed.121",15
"observed.122",13
"observed.123",13
"observed.124",13
"observed.125",12
"observed.126",17
"observed.127",17
"observed.128",21
"observed.129",19
"observed.130",15
"observed.131",15
"observed.132",16
"observed.133",15
"observed.134",16
"observed.135",12
"observed.136",16
"observed.137",12
"observed.138",17
"observed.139",15
"observed.140",17
"observed.141",17
"observed.142",16
"observed.143",20
"observed.144",10
"observed.145",17
"observed.146",12
"observed.147",16
"observed.148",16
"observed.149",15
"observed.150",14
"observed.151",13
"observed.152",15
"observed.153",14
"observed.154",13
"observed.155",14
"observed.156",15
"observed.157",15
"observed.158",19
"observed.159",14
"observed.160",15
"observed.161",16
"observed.162",22
"observed.163",22
"observed.164",15
"observed.165",13
"observed.166",10
"observed.167",13
"observed.168",14
"observed.169",10
"observed.170",15
"observed.171",19
"observed.172",17
"observed.173",14
"observed.174",15
"observed.175",12
"observed.176",17
"observed.177",17
"observed.178",13
"observed.179",15
"observed.180",17
"observed.181",14
"observed.182",15
"observed.183",14
"observed.184",14
"observed.185",19
"observed.186",15
"observed.187",16
"observed.188",20
"observed.189",18
"observed.190",18
"observed.191",13
"observed.192",11
"observed.193",14
"observed.194",16
"observed.195",22
"observed.196",11
"observed.197",15
"observed.198",19
"observed.199",13
"observed.200",17
"observed.201",16
"observed.202",14
"observed.203",8
"observed.204",16
"observed.205",14
"observed.206",17
"observed.207",14
"observed.208",19
"observed.209",13
"observed.210",15
"observed.211",18
"observed.212",15
"observed.213",17
"observed.214",16
"observed.215",18
"observed.216",14
"observed.217",14
"observed.218",14
"observed.219",15
"observed.220",21
"observed.221",16
"observed.222",14
"observed.223",17
"observed.224",23
"observed.225",15
"observed.226",14
"observed.227",13
"observed.228",17
"observed.229",12
"observed.230",12
"observed.231",14
"observed.232",20
"observed.233",16
"observed.234",16
"observed.235",16
"observed.236",14
"observed.237",13
"observed.238",13
"observed.239",18
"observed.240",15
"observed.241",18
"observed.242",20
"observed.243",19
"observed.244",19
"observed.245",16
"observed.246",18
"observed.247",16
"observed.248",18
"observed.249",14
"observed.250",18
"observed.251",12
"observed.252",16
"observed.253",16
"observed.254",15
"observed.255",13
"observed.256",15
"observed.257",16
"observed.258",15
"observed.259",17
"observed.260",18
"observed.261",14
"observed.262",11
"observed.263",15
"observed.264",15
"observed.265",14
"observed.266",14
"observed.267",12
"observed.268",16
"observed.269",18
"observed.270",17
"observed.271",12
"observed.272",13
"observed.273",16
"observed.274",21
"observed.275",14
"observed.276",15
"observed.277",14
"observed.278",12
"observed.279",15
"observed.280",16
"observed.281",16
"observed.282",16
"observed.283",16
"observed.284",17
