"","1"
"observed",13
"observed.1",18
"observed.2",19
"observed.3",17
"observed.4",18
"observed.5",20
"observed.6",17
"observed.7",14
"observed.8",19
"observed.9",16
"observed.10",14
"observed.11",20
"observed.12",20
"observed.13",23
"observed.14",16
"observed.15",24
"observed.16",16
"observed.17",17
"observed.18",18
"observed.19",16
"observed.20",17
"observed.21",23
"observed.22",17
"observed.23",18
"observed.24",18
"observed.25",17
"observed.26",18
"observed.27",18
"observed.28",18
"observed.29",21
"observed.30",13
"observed.31",16
"observed.32",15
"observed.33",15
"observed.34",15
"observed.35",16
"observed.36",14
"observed.37",13
"observed.38",15
"observed.39",18
"observed.40",16
"observed.41",18
"observed.42",15
"observed.43",15
"observed.44",17
"observed.45",20
"observed.46",21
"observed.47",19
"observed.48",16
"observed.49",21
"observed.50",15
"observed.51",19
"observed.52",13
"observed.53",18
"observed.54",17
"observed.55",17
"observed.56",17
"observed.57",14
"observed.58",21
"observed.59",14
"observed.60",15
"observed.61",17
"observed.62",8
"observed.63",15
"observed.64",19
"observed.65",17
"observed.66",21
"observed.67",16
"observed.68",19
"observed.69",17
"observed.70",19
"observed.71",18
"observed.72",17
"observed.73",17
"observed.74",18
"observed.75",17
"observed.76",21
"observed.77",17
"observed.78",18
"observed.79",14
"observed.80",14
"observed.81",23
"observed.82",11
"observed.83",17
"observed.84",12
"observed.85",15
"observed.86",18
"observed.87",15
"observed.88",16
"observed.89",16
"observed.90",18
"observed.91",13
"observed.92",20
"observed.93",13
"observed.94",19
"observed.95",19
"observed.96",22
"observed.97",19
"observed.98",21
"observed.99",17
"observed.100",18
"observed.101",19
"observed.102",17
"observed.103",20
"observed.104",17
"observed.105",13
"observed.106",19
"observed.107",21
"observed.108",15
"observed.109",15
"observed.110",18
"observed.111",17
"observed.112",15
"observed.113",17
"observed.114",16
"observed.115",22
"observed.116",17
"observed.117",11
"observed.118",15
"observed.119",19
"observed.120",21
"observed.121",13
"observed.122",22
"observed.123",17
"observed.124",15
"observed.125",21
"observed.126",12
"observed.127",17
"observed.128",17
"observed.129",16
"observed.130",17
"observed.131",16
"observed.132",23
"observed.133",15
"observed.134",19
"observed.135",16
"observed.136",15
"observed.137",21
"observed.138",16
"observed.139",15
"observed.140",15
"observed.141",16
"observed.142",16
"observed.143",23
"observed.144",18
"observed.145",15
"observed.146",15
"observed.147",20
"observed.148",19
"observed.149",17
"observed.150",14
"observed.151",21
"observed.152",16
"observed.153",20
"observed.154",19
"observed.155",17
"observed.156",19
"observed.157",15
"observed.158",15
"observed.159",17
"observed.160",17
"observed.161",19
"observed.162",16
"observed.163",15
"observed.164",17
"observed.165",20
"observed.166",17
"observed.167",16
"observed.168",17
"observed.169",17
"observed.170",21
"observed.171",19
"observed.172",17
"observed.173",21
"observed.174",20
"observed.175",22
"observed.176",15
"observed.177",22
"observed.178",21
"observed.179",16
"observed.180",17
"observed.181",14
"observed.182",17
"observed.183",17
"observed.184",18
"observed.185",13
"observed.186",18
"observed.187",20
"observed.188",20
"observed.189",20
"observed.190",18
"observed.191",18
"observed.192",16
"observed.193",19
"observed.194",15
"observed.195",14
"observed.196",16
"observed.197",18
"observed.198",18
"observed.199",21
"observed.200",17
"observed.201",13
"observed.202",22
"observed.203",16
"observed.204",16
"observed.205",13
"observed.206",10
"observed.207",14
"observed.208",19
"observed.209",19
"observed.210",14
"observed.211",19
"observed.212",21
"observed.213",11
"observed.214",19
"observed.215",19
"observed.216",21
"observed.217",19
"observed.218",15
"observed.219",12
"observed.220",17
