"","."
"1",0.63982
"2",0.79307
"3",0.668619999999999
"4",0.62503
"5",0.63982
"6",0.82023
"7",0.7909
"8",0.7909
"9",0.63982
"10",0.7909
"11",0.67132
"12",0.83125
"13",0.7909
"14",0.7909
"15",0.62503
"16",0.62503
"17",0.62503
"18",0.64199
"19",0.79307
"20",0.77611
"21",0.62503
"22",0.66204
"23",0.62503
"24",0.7909
"25",0.64199
"26",0.62503
"27",0.77611
"28",0.62503
"29",0.63982
"30",0.68558
"31",0.62503
"32",0.77611
"33",0.66915
"34",0.62503
"35",0.79307
"36",0.678
"37",0.83125
"38",0.77611
"39",0.68341
"40",0.7909
"41",0.82908
"42",0.7909
"43",0.62503
"44",0.63982
"45",0.64199
"46",0.81429
"47",0.77611
"48",0.83666
"49",0.81429
"50",0.7909
"51",0.79307
"52",0.63982
"53",0.62503
"54",0.64199
"55",0.79307
"56",0.82023
"57",0.77611
"58",0.64199
"59",0.79307
"60",0.81095
"61",0.7909
"62",0.77611
"63",0.68341
"64",0.66204
"65",0.64199
"66",0.7909
"67",0.64199
"68",0.7909
"69",0.77611
"70",0.67132
"71",0.86204
"72",0.63982
"73",0.77611
"74",0.81095
"75",0.8197
"76",0.68017
"77",0.7909
"78",0.82154
"79",0.7909
"80",0.8197
"81",0.64199
"82",0.83666
"83",0.83666
"84",0.64199
"85",0.83449
"86",0.63982
"87",0.79307
"88",0.65436
"89",0.62503
"90",0.64199
"91",0.7909
"92",0.70555
"93",0.81095
"94",0.79307
"95",0.678
"96",0.64199
"97",0.83125
"98",0.79307
"99",0.68341
"100",0.64508
"101",0.82571
"102",0.83449
"103",0.83449
"104",0.80544
"105",0.85136
"106",0.8197
"107",0.7909
"108",0.82023
"109",0.81429
"110",0.82908
"111",0.82023
"112",0.7909
"113",0.82023
"114",0.7909
"115",0.77611
"116",0.82908
"117",0.7909
"118",0.7909
"119",0.77611
"120",0.83449
"121",0.7909
"122",0.7909
"123",0.77611
"124",0.83449
"125",0.8197
"126",0.77611
"127",0.82908
"128",0.83449
"129",0.7909
"130",0.7909
"131",0.7909
"132",0.8197
"133",0.77611
"134",0.80544
"135",0.80544
"136",0.7909
"137",0.7909
"138",0.77611
"139",0.7909
"140",0.77611
"141",0.83509
"142",0.77611
"143",0.77611
"144",0.77611
"145",0.79616
"146",0.83509
"147",0.7909
"148",0.83449
"149",0.77611
"150",0.7909
"151",0.85987
"152",0.82908
"153",0.7909
"154",0.7909
"155",0.77611
"156",0.81095
"157",0.7909
"158",0.8197
"159",0.8197
"160",0.80544
"161",0.7909
"162",0.81095
"163",0.7909
"164",0.83633
"165",0.7909
"166",0.7909
"167",0.77611
"168",0.77611
"169",0.7909
"170",0.77611
"171",0.7909
"172",0.7909
"173",0.82908
"174",0.77611
"175",0.77611
"176",0.82908
"177",0.82908
"178",0.77611
"179",0.82908
"180",0.77611
"181",0.82023
"182",0.81095
"183",0.80544
"184",0.80544
"185",0.82023
"186",0.81095
"187",0.81095
"188",0.7909
"189",0.7909
"190",0.7909
"191",0.77611
"192",0.7909
"193",0.7909
"194",0.80544
"195",0.7909
"196",0.7909
"197",0.80544
"198",0.82023
