"","1"
"pielou",0.693405166235828
"pielou.1",0.693405166235828
"pielou.2",0.693405166235828
"pielou.3",0.693405166235828
"pielou.4",0.693405166235828
"pielou.5",0.693405166235828
"pielou.6",0.693405166235828
"pielou.7",0.693405166235828
"pielou.8",0.645305140339732
"pielou.9",0.693405166235828
"pielou.10",0.693405166235828
"pielou.11",0.693405166235828
"pielou.12",0.645589846788663
"pielou.13",0.693405166235828
"pielou.14",0.642706038602304
"pielou.15",0.617366328522607
"pielou.16",0.693405166235828
"pielou.17",0.651554256492136
"pielou.18",0.693405166235828
"pielou.19",0.693405166235828
"pielou.20",0.622279638900192
"pielou.21",0.693405166235828
"pielou.22",0.693405166235828
"pielou.23",0.613538994398094
"pielou.24",0.589484494837076
"pielou.25",0.570617888154245
"pielou.26",0.693405166235828
"pielou.27",0.693405166235828
"pielou.28",0.693405166235828
"pielou.29",0.693405166235828
"pielou.30",0.6162287778334
"pielou.31",0.693405166235828
"pielou.32",0.693405166235828
"pielou.33",0.693405166235828
"pielou.34",0.693405166235828
"pielou.35",0.650616682871625
"pielou.36",0.903754608857386
"pielou.37",0.693405166235828
"pielou.38",0.693405166235828
"pielou.39",0.637040193887812
"pielou.40",0.693405166235828
"pielou.41",0.693405166235828
"pielou.42",0.608512871918437
"pielou.43",0.650195024958333
"pielou.44",0.693405166235828
"pielou.45",0.653630651939105
"pielou.46",0.693405166235828
"pielou.47",0.693405166235828
"pielou.48",0.693405166235828
"pielou.49",0.693405166235828
"pielou.50",0.693405166235828
"pielou.51",0.646005959223839
"pielou.52",0.614053048877138
"pielou.53",0.693456669902815
"pielou.54",0.873163814435122
"pielou.55",0.693405166235828
"pielou.56",0.823428565911771
"pielou.57",0.560416096389612
"pielou.58",0.653714645373845
"pielou.59",0.693405166235828
"pielou.60",0.693405166235828
"pielou.61",0.780970454920853
"pielou.62",0.693405166235828
"pielou.63",0.693405166235828
"pielou.64",0.693405166235828
"pielou.65",0.693405166235828
"pielou.66",0.693405166235828
"pielou.67",0.693405166235828
"pielou.68",0.693405166235828
"pielou.69",0.693405166235828
"pielou.70",0.693405166235828
"pielou.71",0.693405166235828
"pielou.72",0.693405166235828
"pielou.73",0.771650997927748
"pielou.74",0.650338050163219
"pielou.75",0.570672910911156
"pielou.76",0.693405166235828
"pielou.77",0.652189019845111
"pielou.78",0.614223389505667
"pielou.79",0.693405166235828
"pielou.80",0.693405166235828
"pielou.81",0.693405166235828
"pielou.82",0.693519677669854
"pielou.83",0.693405166235828
"pielou.84",0.693405166235828
"pielou.85",0.693405166235828
"pielou.86",0.786261848348842
"pielou.87",0.693405166235828
"pielou.88",0.693405166235828
"pielou.89",0.693405166235828
"pielou.90",0.693405166235828
"pielou.91",0.580927866635208
"pielou.92",0.693405166235828
"pielou.93",0.636938601268675
"pielou.94",0.646005959223839
"pielou.95",0.768845305568713
"pielou.96",0.689445783795412
"pielou.97",0.693405166235828
"pielou.98",0.642624258137278
"pielou.99",0.693405166235828
"pielou.100",0.693405166235828
"pielou.101",0.627414225159978
"pielou.102",0.693405166235828
"pielou.103",0.693405166235828
"pielou.104",0.693405166235828
"pielou.105",0.693405166235828
"pielou.106",0.693405166235828
"pielou.107",0.693405166235828
"pielou.108",0.639565889818346
"pielou.109",0.654481403318382
"pielou.110",0.641099383289116
"pielou.111",0.693405166235828
"pielou.112",0.693405166235828
"pielou.113",0.63947281519455
"pielou.114",0.693353669887295
"pielou.115",0.693405166235828
"pielou.116",0.693405166235828
"pielou.117",0.693405166235828
"pielou.118",0.639934981278632
"pielou.119",0.722194926215209
"pielou.120",0.693405166235828
"pielou.121",0.693405166235828
"pielou.122",0.67118600711436
"pielou.123",0.618164688572668
"pielou.124",0.693405166235828
"pielou.125",0.650972863162928
"pielou.126",0.693405166235828
"pielou.127",0.651749032299327
"pielou.128",0.651186613215154
"pielou.129",0.693405166235828
"pielou.130",0.554890902095855
"pielou.131",0.693405166235828
"pielou.132",0.693405166235828
"pielou.133",0.693405166235828
"pielou.134",0.693405166235828
"pielou.135",0.693405166235828
"pielou.136",0.693405166235828
"pielou.137",0.693405166235828
"pielou.138",0.693405166235828
"pielou.139",0.612391418905105
"pielou.140",0.693405166235828
"pielou.141",0.693405166235828
"pielou.142",0.602145366449006
"pielou.143",0.693405166235828
"pielou.144",0.693405166235828
"pielou.145",0.645018564751462
"pielou.146",0.633844675242999
"pielou.147",0.693405166235828
"pielou.148",0.578597679196591
"pielou.149",0.614393227675491
"pielou.150",0.693405166235828
"pielou.151",0.693405166235828
"pielou.152",0.543121624406973
"pielou.153",0.693405166235828
"pielou.154",0.693405166235828
"pielou.155",0.61589944596568
"pielou.156",0.626216429900975
"pielou.157",0.693405166235828
"pielou.158",0.693405166235828
"pielou.159",0.693405166235828
"pielou.160",0.65309334587141
"pielou.161",0.652118375403159
"pielou.162",0.693405166235828
"pielou.163",0.693405166235828
"pielou.164",0.752936354729726
"pielou.165",0.693405166235828
"pielou.166",0.654247615308304
"pielou.167",0.693405166235828
"pielou.168",0.647565854585156
"pielou.169",0.693405166235828
"pielou.170",0.648108197994951
"pielou.171",0.693353669887295
"pielou.172",0.607188622742832
"pielou.173",0.554795196929752
"pielou.174",0.585079085196608
"pielou.175",0.637342970396056
"pielou.176",0.693405166235828
"pielou.177",0.652684741324583
"pielou.178",0.628195104011913
"pielou.179",0.693405166235828
"pielou.180",0.693405166235828
"pielou.181",0.653010167009702
"pielou.182",0.652684741324583
"pielou.183",0.693405166235828
"pielou.184",0.693405166235828
"pielou.185",0.693405166235828
"pielou.186",0.596539868023363
"pielou.187",0.639097296000763
"pielou.188",0.693405166235828
"pielou.189",0.693405166235828
"pielou.190",0.653734986912051
"pielou.191",0.693405166235828
"pielou.192",0.643428318478199
"pielou.193",0.601803352570742
"pielou.194",0.61249707414899
"pielou.195",0.614223389505667
"pielou.196",0.637977644053443
"pielou.197",0.639934981278632
"pielou.198",0.643110352253061
"pielou.199",0.610718647483325
"pielou.200",0.693405166235828
"pielou.201",0.602011085018873
"pielou.202",0.693405166235828
"pielou.203",0.693405166235828
"pielou.204",0.693405166235828
"pielou.205",0.693405166235828
"pielou.206",0.697036016594368
"pielou.207",0.693405166235828
"pielou.208",0.650752299794651
"pielou.209",0.652046657637625
"pielou.210",0.693405166235828
"pielou.211",0.693405166235828
"pielou.212",0.693405166235828
"pielou.213",0.716987825245321
"pielou.214",0.585878291889199
"pielou.215",0.693405166235828
"pielou.216",0.736604293817798
"pielou.217",0.814892866295064
"pielou.218",0.693405166235828
"pielou.219",0.59170311749858
"pielou.220",0.559652426400054
"pielou.221",0.693405166235828
"pielou.222",0.693405166235828
"pielou.223",0.693405166235828
"pielou.224",0.693405166235828
"pielou.225",0.650000467590135
"pielou.226",0.693405166235828
"pielou.227",0.57033175666904
"pielou.228",0.693353669887295
"pielou.229",0.693405166235828
"pielou.230",0.791771401772968
"pielou.231",0.693405166235828
"pielou.232",0.578384071822394
"pielou.233",0.693405166235828
"pielou.234",0.693405166235828
"pielou.235",0.693405166235828
"pielou.236",0.693405166235828
"pielou.237",0.693405166235828
"pielou.238",0.588474106369677
"pielou.239",0.693405166235828
"pielou.240",0.642787512667594
"pielou.241",0.693405166235828
"pielou.242",0.634508549959995
"pielou.243",0.579773632329276
"pielou.244",0.693405166235828
"pielou.245",0.693405166235828
"pielou.246",0.598386413489616
"pielou.247",0.652223939889737
"pielou.248",0.631301182066243
"pielou.249",0.649751055334012
"pielou.250",0.653120542347586
"pielou.251",0.639843188568452
"pielou.252",0.693405166235828
"pielou.253",0.693456669902815
"pielou.254",0.693405166235828
"pielou.255",0.650242975230415
"pielou.256",0.693405166235828
"pielou.257",0.654385656805614
"pielou.258",0.693405166235828
"pielou.259",0.654303548703799
"pielou.260",0.693405166235828
"pielou.261",0.693405166235828
"pielou.262",0.693405166235828
"pielou.263",0.693405166235828
"pielou.264",0.651144407309172
"pielou.265",0.587706050909536
"pielou.266",0.693405166235828
"pielou.267",0.693405166235828
"pielou.268",0.693405166235828
"pielou.269",0.641011708468474
"pielou.270",0.693405166235828
"pielou.271",0.693405166235828
"pielou.272",0.598166830774717
"pielou.273",0.693405166235828
"pielou.274",0.693405166235828
"pielou.275",0.693405166235828
"pielou.276",0.693405166235828
"pielou.277",0.693405166235828
"pielou.278",0.693405166235828
"pielou.279",0.693405166235828
"pielou.280",0.693405166235828
"pielou.281",0.693405166235828
"pielou.282",0.693519677669854
"pielou.283",0.637742022086344
"pielou.284",0.693405166235828
"pielou.285",0.64020844501914
"pielou.286",0.693405166235828
"pielou.287",0.693405166235828
"pielou.288",0.693405166235828
"pielou.289",0.693405166235828
"pielou.290",0.693405166235828
"pielou.291",0.627150811042393
"pielou.292",0.603243664492933
"pielou.293",0.693405166235828
"pielou.294",0.693405166235828
"pielou.295",0.628065927761819
"pielou.296",0.575555043642266
"pielou.297",0.693405166235828
"pielou.298",0.693405166235828
"pielou.299",0.693405166235828
"pielou.300",0.604253085814243
"pielou.301",0.584269952204826
"pielou.302",0.574611265848218
"pielou.303",0.651474454477934
"pielou.304",0.693405166235828
"pielou.305",0.693405166235828
"pielou.306",0.647787367799318
"pielou.307",0.693405166235828
"pielou.308",0.565679495284059
"pielou.309",0.693405166235828
"pielou.310",0.693405166235828
"pielou.311",0.693405166235828
"pielou.312",0.693405166235828
"pielou.313",0.693405166235828
"pielou.314",0.635229107027418
"pielou.315",0.693405166235828
"pielou.316",0.565679495284059
"pielou.317",0.611797399162429
"pielou.318",0.626752739126005
"pielou.319",0.693405166235828
"pielou.320",0.693405166235828
"pielou.321",0.693405166235828
"pielou.322",0.693405166235828
"pielou.323",0.693405166235828
"pielou.324",0.608512871918437
"pielou.325",0.693405166235828
"pielou.326",0.693405166235828
"pielou.327",0.693405166235828
"pielou.328",0.654496478153193
"pielou.329",0.693405166235828
"pielou.330",0.693405166235828
"pielou.331",0.693405166235828
"pielou.332",0.693405166235828
"pielou.333",0.693405166235828
"pielou.334",0.693405166235828
"pielou.335",0.648049074888721
"pielou.336",0.693405166235828
"pielou.337",0.624847546436723
"pielou.338",0.693405166235828
"pielou.339",0.693456669902815
"pielou.340",0.649390233053758
"pielou.341",0.693405166235828
"pielou.342",0.693405166235828
"pielou.343",0.693405166235828
"pielou.344",0.616392719485838
"pielou.345",0.653065884554715
"pielou.346",0.693405166235828
"pielou.347",0.693405166235828
"pielou.348",0.693405166235828
"pielou.349",0.653065884554715
"pielou.350",0.583724868810767
"pielou.351",0.804163845698498
"pielou.352",0.693405166235828
"pielou.353",0.652622115410553
"pielou.354",0.693405166235828
"pielou.355",0.566424089566609
"pielou.356",0.693405166235828
"pielou.357",0.693405166235828
"pielou.358",0.693405166235828
"pielou.359",0.614562565146943
"pielou.360",0.693405166235828
"pielou.361",0.693405166235828
"pielou.362",0.693405166235828
"pielou.363",0.693405166235828
"pielou.364",0.888771617155014
"pielou.365",0.59705782689351
"pielou.366",0.693405166235828
"pielou.367",0.693405166235828
"pielou.368",0.623150733252239
"pielou.369",0.621094102202032
"pielou.370",0.693405166235828
"pielou.371",0.693353669887295
"pielou.372",0.589983968653325
"pielou.373",0.693405166235828
"pielou.374",0.693405166235828
"pielou.375",0.693405166235828
"pielou.376",0.693405166235828
"pielou.377",0.693405166235828
"pielou.378",0.624428941849426
"pielou.379",0.693405166235828
"pielou.380",0.693405166235828
"pielou.381",0.652189019845111
"pielou.382",0.693405166235828
"pielou.383",0.693405166235828
"pielou.384",0.583997984264471
"pielou.385",0.693405166235828
"pielou.386",0.693405166235828
"pielou.387",0.693405166235828
"pielou.388",0.599257495603601
"pielou.389",0.645589846788663
"pielou.390",0.566424089566609
