"","1"
"observed",3
"observed.1",3
"observed.2",4
"observed.3",3
"observed.4",3
"observed.5",4
"observed.6",3
"observed.7",3
"observed.8",3
"observed.9",3
"observed.10",4
"observed.11",4
"observed.12",3
"observed.13",3
"observed.14",3
"observed.15",3
"observed.16",3
"observed.17",3
"observed.18",3
"observed.19",3
"observed.20",3
"observed.21",4
"observed.22",3
"observed.23",3
"observed.24",3
"observed.25",3
"observed.26",3
"observed.27",3
"observed.28",3
"observed.29",4
"observed.30",3
"observed.31",3
"observed.32",4
"observed.33",3
"observed.34",3
"observed.35",4
"observed.36",4
"observed.37",3
"observed.38",4
"observed.39",3
"observed.40",4
"observed.41",3
"observed.42",3
"observed.43",3
"observed.44",3
"observed.45",4
"observed.46",3
"observed.47",4
"observed.48",4
"observed.49",3
"observed.50",3
"observed.51",3
"observed.52",3
"observed.53",3
"observed.54",3
"observed.55",4
"observed.56",3
"observed.57",3
"observed.58",3
"observed.59",4
"observed.60",3
"observed.61",3
"observed.62",4
"observed.63",4
"observed.64",3
"observed.65",3
"observed.66",3
"observed.67",3
"observed.68",3
"observed.69",4
"observed.70",5
"observed.71",3
"observed.72",3
"observed.73",4
"observed.74",4
"observed.75",4
"observed.76",3
"observed.77",5
"observed.78",3
"observed.79",4
"observed.80",3
"observed.81",4
"observed.82",4
"observed.83",3
"observed.84",4
"observed.85",3
"observed.86",3
"observed.87",4
"observed.88",3
"observed.89",3
"observed.90",3
"observed.91",5
"observed.92",4
"observed.93",3
"observed.94",4
"observed.95",3
"observed.96",4
"observed.97",3
"observed.98",4
"observed.99",4
"observed.100",5
"observed.101",4
"observed.102",4
"observed.103",4
"observed.104",5
"observed.105",4
"observed.106",3
"observed.107",4
"observed.108",4
"observed.109",4
"observed.110",4
"observed.111",3
"observed.112",4
"observed.113",3
"observed.114",3
"observed.115",4
"observed.116",3
"observed.117",3
"observed.118",3
"observed.119",4
"observed.120",3
"observed.121",3
"observed.122",3
"observed.123",4
"observed.124",4
"observed.125",3
"observed.126",4
"observed.127",4
"observed.128",3
"observed.129",3
"observed.130",3
"observed.131",4
"observed.132",3
"observed.133",4
"observed.134",4
"observed.135",3
"observed.136",3
"observed.137",3
"observed.138",3
"observed.139",3
"observed.140",5
"observed.141",3
"observed.142",3
"observed.143",3
"observed.144",4
"observed.145",5
"observed.146",3
"observed.147",4
"observed.148",3
"observed.149",3
"observed.150",5
"observed.151",4
"observed.152",3
"observed.153",3
"observed.154",3
"observed.155",4
"observed.156",3
"observed.157",4
"observed.158",4
"observed.159",4
"observed.160",3
"observed.161",4
"observed.162",3
"observed.163",5
"observed.164",3
"observed.165",3
"observed.166",3
"observed.167",3
"observed.168",3
"observed.169",3
"observed.170",3
"observed.171",3
"observed.172",4
"observed.173",3
"observed.174",3
"observed.175",4
"observed.176",4
"observed.177",3
"observed.178",4
"observed.179",3
"observed.180",4
"observed.181",4
"observed.182",4
"observed.183",4
"observed.184",4
"observed.185",4
"observed.186",4
"observed.187",3
"observed.188",3
"observed.189",3
"observed.190",3
"observed.191",3
"observed.192",3
"observed.193",4
"observed.194",3
"observed.195",3
"observed.196",4
"observed.197",4
"observed.198",4
"observed.199",5
"observed.200",2
"observed.201",2
"observed.202",2
"observed.203",2
"observed.204",3
"observed.205",2
"observed.206",3
"observed.207",3
"observed.208",3
"observed.209",2
"observed.210",3
"observed.211",3
"observed.212",3
"observed.213",2
"observed.214",2
"observed.215",3
"observed.216",2
"observed.217",2
"observed.218",4
"observed.219",2
"observed.220",3
"observed.221",3
"observed.222",2
"observed.223",3
"observed.224",2
"observed.225",2
"observed.226",3
"observed.227",3
"observed.228",2
"observed.229",2
"observed.230",3
"observed.231",3
"observed.232",3
"observed.233",2
"observed.234",2
"observed.235",2
"observed.236",2
"observed.237",2
"observed.238",2
"observed.239",2
"observed.240",2
"observed.241",3
"observed.242",2
"observed.243",3
"observed.244",2
"observed.245",2
"observed.246",2
"observed.247",2
"observed.248",2
"observed.249",3
"observed.250",2
"observed.251",2
"observed.252",3
"observed.253",4
"observed.254",2
"observed.255",3
"observed.256",2
"observed.257",2
"observed.258",3
"observed.259",2
"observed.260",3
"observed.261",2
"observed.262",2
"observed.263",2
"observed.264",3
"observed.265",3
"observed.266",3
"observed.267",2
"observed.268",4
"observed.269",2
"observed.270",2
"observed.271",2
"observed.272",2
"observed.273",2
"observed.274",2
