"","1"
"shannon",1.81583942937198
"shannon.1",1.64918469409384
"shannon.2",1.58725290129363
"shannon.3",1.87580100933022
"shannon.4",1.47581101854501
"shannon.5",1.92927343273172
"shannon.6",1.99805408586502
"shannon.7",1.84459963543382
"shannon.8",1.78437126104808
"shannon.9",1.87276852018558
"shannon.10",1.70020549036159
"shannon.11",1.88344948728834
"shannon.12",2.25606931150195
"shannon.13",1.93393137172373
"shannon.14",1.9202696480193
"shannon.15",1.78665718640716
"shannon.16",1.87767856077179
"shannon.17",1.96787413541537
"shannon.18",1.92936200597763
"shannon.19",2.0372551671189
"shannon.20",1.78961256409758
"shannon.21",1.98815461951382
"shannon.22",2.00764485030199
"shannon.23",1.72943863030152
"shannon.24",1.90235847004144
"shannon.25",1.76669424348904
"shannon.26",1.69866207307871
"shannon.27",1.7966705090879
"shannon.28",1.4749613955818
"shannon.29",1.77050213826426
"shannon.30",1.72331281451351
"shannon.31",2.01580264628993
"shannon.32",1.9581644136747
"shannon.33",2.07811588047101
"shannon.34",2.05812837697845
"shannon.35",1.65867494437015
"shannon.36",1.78564661381689
"shannon.37",1.9816803925254
"shannon.38",1.55431771970828
"shannon.39",1.8801203969755
"shannon.40",1.87180360857463
"shannon.41",1.80454363237088
"shannon.42",1.58572599273852
"shannon.43",1.66445582743862
"shannon.44",1.97797450376033
"shannon.45",1.93801237125772
"shannon.46",1.67548068298868
"shannon.47",1.94940411405538
"shannon.48",1.87513202053931
"shannon.49",1.88524695850728
"shannon.50",1.88753155905224
"shannon.51",1.66533956316544
"shannon.52",1.8405516446587
"shannon.53",1.86840412186229
"shannon.54",1.47363160859391
"shannon.55",1.99759218250975
"shannon.56",1.81408997626821
"shannon.57",2.03592278702172
"shannon.58",1.87624161010215
"shannon.59",1.84826042997791
"shannon.60",1.69381575799258
"shannon.61",1.99908979494754
"shannon.62",1.92937828855536
"shannon.63",1.8320915261
"shannon.64",1.76263384501061
"shannon.65",1.47675031172424
"shannon.66",1.6477318917034
"shannon.67",1.82149394241656
"shannon.68",1.74606793981139
"shannon.69",1.73023406970092
"shannon.70",1.41260252051336
"shannon.71",1.8360249629835
"shannon.72",1.75608329759822
"shannon.73",1.7811651642427
"shannon.74",1.9714111742054
"shannon.75",1.99905094831856
"shannon.76",1.70972374105821
"shannon.77",1.60405061291927
"shannon.78",1.83969316181479
"shannon.79",1.76421185109359
"shannon.80",1.62168715062358
"shannon.81",1.68578489185975
"shannon.82",1.60064799150617
"shannon.83",1.77872338609993
"shannon.84",1.60540847754318
"shannon.85",1.64923923544988
"shannon.86",1.60407614873744
"shannon.87",1.86743797114597
"shannon.88",1.43534966925153
"shannon.89",2.01512234133623
"shannon.90",1.83670744296725
"shannon.91",1.79632800599076
"shannon.92",1.85138763413609
"shannon.93",1.61202266993905
"shannon.94",1.89727102853508
"shannon.95",1.88847770565098
"shannon.96",1.8400791904311
"shannon.97",1.90497702124792
"shannon.98",1.79148304102719
"shannon.99",1.72379650252406
"shannon.100",1.83773172183745
"shannon.101",1.51657305030872
"shannon.102",1.87070356632015
"shannon.103",1.95401773492507
"shannon.104",1.95405101917127
"shannon.105",1.72702284317482
"shannon.106",1.68718685586206
"shannon.107",1.93813703723814
"shannon.108",1.88558653355022
"shannon.109",1.70470008552229
"shannon.110",1.69522953476119
"shannon.111",2.00009177529038
"shannon.112",1.78161334427278
"shannon.113",1.84353130910804
"shannon.114",1.54559027076645
"shannon.115",1.71212886689543
"shannon.116",1.92977216470653
"shannon.117",1.75575410584057
"shannon.118",1.83829454425815
"shannon.119",1.80831288693057
"shannon.120",1.75710559777094
"shannon.121",1.84587367091867
"shannon.122",1.94018120270579
"shannon.123",2.0748588957478
"shannon.124",1.82468880464321
"shannon.125",1.71581685736403
"shannon.126",1.92478643251448
"shannon.127",1.6745543984831
"shannon.128",1.79347382916584
"shannon.129",1.74365211740184
"shannon.130",1.97770036142142
"shannon.131",1.58843939286783
"shannon.132",1.91483844250591
"shannon.133",2.05357911198682
"shannon.134",1.99469457533929
"shannon.135",1.84286719077976
"shannon.136",2.02839833522251
"shannon.137",1.78305912459376
"shannon.138",2.07237158349569
