"","1"
"observed",9
"observed.1",11
"observed.2",8
"observed.3",10
"observed.4",7
"observed.5",10
"observed.6",12
"observed.7",11
"observed.8",11
"observed.9",10
"observed.10",11
"observed.11",9
"observed.12",10
"observed.13",9
"observed.14",11
"observed.15",10
"observed.16",9
"observed.17",11
"observed.18",11
"observed.19",8
"observed.20",11
"observed.21",9
"observed.22",8
"observed.23",9
"observed.24",10
"observed.25",13
"observed.26",12
"observed.27",11
"observed.28",9
"observed.29",8
"observed.30",8
"observed.31",11
"observed.32",10
"observed.33",9
"observed.34",11
"observed.35",10
"observed.36",12
"observed.37",12
"observed.38",10
"observed.39",8
"observed.40",12
"observed.41",12
"observed.42",13
"observed.43",9
"observed.44",14
"observed.45",10
"observed.46",12
"observed.47",13
"observed.48",9
"observed.49",11
"observed.50",10
"observed.51",13
"observed.52",9
"observed.53",7
"observed.54",12
"observed.55",10
"observed.56",11
"observed.57",8
"observed.58",13
"observed.59",11
"observed.60",10
"observed.61",11
"observed.62",10
"observed.63",7
"observed.64",7
"observed.65",12
"observed.66",9
"observed.67",10
"observed.68",9
"observed.69",10
"observed.70",10
"observed.71",10
"observed.72",12
"observed.73",9
"observed.74",12
"observed.75",9
"observed.76",13
"observed.77",12
"observed.78",9
"observed.79",10
"observed.80",9
"observed.81",10
"observed.82",11
"observed.83",11
"observed.84",10
"observed.85",10
"observed.86",9
"observed.87",9
"observed.88",10
"observed.89",11
"observed.90",10
"observed.91",9
"observed.92",9
"observed.93",13
"observed.94",11
"observed.95",10
"observed.96",9
"observed.97",8
"observed.98",11
"observed.99",10
"observed.100",9
"observed.101",11
"observed.102",9
"observed.103",12
"observed.104",9
"observed.105",13
"observed.106",11
"observed.107",10
"observed.108",11
"observed.109",8
"observed.110",12
"observed.111",9
"observed.112",11
"observed.113",10
"observed.114",9
"observed.115",12
"observed.116",10
"observed.117",13
"observed.118",9
"observed.119",12
"observed.120",11
"observed.121",11
"observed.122",10
"observed.123",8
"observed.124",9
"observed.125",10
"observed.126",12
"observed.127",10
"observed.128",11
"observed.129",13
"observed.130",8
"observed.131",10
"observed.132",10
"observed.133",13
"observed.134",11
"observed.135",14
"observed.136",9
"observed.137",10
"observed.138",12
"observed.139",11
"observed.140",11
"observed.141",9
"observed.142",10
"observed.143",13
"observed.144",13
"observed.145",10
"observed.146",10
"observed.147",10
"observed.148",13
"observed.149",10
"observed.150",14
"observed.151",10
"observed.152",12
"observed.153",10
"observed.154",12
"observed.155",14
"observed.156",11
"observed.157",10
"observed.158",12
"observed.159",11
"observed.160",10
"observed.161",14
"observed.162",9
"observed.163",10
"observed.164",10
"observed.165",12
"observed.166",11
"observed.167",10
"observed.168",10
"observed.169",14
"observed.170",10
"observed.171",12
"observed.172",7
"observed.173",12
"observed.174",10
"observed.175",11
"observed.176",9
"observed.177",9
"observed.178",11
"observed.179",11
"observed.180",11
"observed.181",8
"observed.182",8
"observed.183",15
"observed.184",9
"observed.185",10
"observed.186",9
"observed.187",12
"observed.188",9
"observed.189",11
"observed.190",8
"observed.191",11
"observed.192",11
"observed.193",10
"observed.194",13
"observed.195",11
"observed.196",11
"observed.197",12
"observed.198",11
"observed.199",12
"observed.200",12
"observed.201",11
"observed.202",11
"observed.203",11
"observed.204",8
"observed.205",10
"observed.206",9
"observed.207",8
"observed.208",11
"observed.209",11
"observed.210",13
"observed.211",11
"observed.212",11
"observed.213",13
"observed.214",10
"observed.215",11
"observed.216",12
"observed.217",15
"observed.218",11
"observed.219",11
"observed.220",13
"observed.221",10
"observed.222",10
"observed.223",9
"observed.224",9
"observed.225",9
"observed.226",11
"observed.227",10
"observed.228",9
"observed.229",12
"observed.230",12
"observed.231",11
"observed.232",9
"observed.233",10
"observed.234",14
"observed.235",14
"observed.236",9
"observed.237",10
"observed.238",9
"observed.239",9
"observed.240",11
"observed.241",9
"observed.242",11
"observed.243",12
"observed.244",10
"observed.245",10
"observed.246",12
"observed.247",10
"observed.248",11
"observed.249",11
"observed.250",10
"observed.251",10
"observed.252",11
"observed.253",13
"observed.254",13
"observed.255",10
"observed.256",9
"observed.257",11
"observed.258",10
"observed.259",9
"observed.260",10
"observed.261",11
"observed.262",10
"observed.263",9
"observed.264",9
"observed.265",9
"observed.266",10
"observed.267",7
"observed.268",12
"observed.269",8
"observed.270",11
"observed.271",9
"observed.272",10
"observed.273",11
"observed.274",7
