"","."
"1",1.68957
"2",2.326
"3",1.44126
"4",1.06846
"5",1.74917
"6",1.01631
"7",1.58237
"8",1.20219
"9",1.32728
"10",1.31066
"11",1.71524
"12",1.76072
"13",1.29861
"14",1.57655
"15",1.50283
"16",1.37662
"17",1.32839
"18",2.08938
"19",0.98412
"20",1.5873
"21",1.40527
"22",1.68434
"23",1.49785
"24",1.56475
"25",1.76505
"26",1.94339
"27",1.93099
"28",1.35462
"29",1.59353
"30",1.87407
"31",0.81203
"32",1.56635
"33",2.28056
"34",1.54847
"35",1.52085
"36",1.33235
"37",1.61192
"38",1.55131
"39",1.90299
"40",1.71961
"41",1.93856
"42",1.10149
"43",1.62638
"44",1.51837
"45",1.91641
"46",1.61899
"47",1.27068
"48",1.33279
"49",1.87574
"50",1.51695
"51",1.28504
"52",0.81756
"53",1.46262
"54",1.69622
"55",1.85791
"56",1.95348
"57",1.52361
"58",1.74905
"59",2.00363
"60",2.39673
"61",0.8863
"62",1.95397
"63",1.4171
"64",1.99366
"65",1.46654
"66",1.60984
"67",1.8184
"68",1.81116
"69",1.20664
"70",1.65014
"71",1.46898
"72",1.81236
"73",1.84896
"74",2.55156
"75",1.11854
"76",1.71394
"77",1.69876
"78",1.69021
"79",1.97513
"80",2.32751
"81",1.60067
"82",1.36992
"83",1.4467
"84",1.61359
"85",1.39097
"86",2.21177
"87",1.32126
"88",1.19551
"89",1.65241
"90",1.11867
"91",1.80858
"92",1.66778
"93",1.33559
"94",1.52558
"95",1.53
"96",1.78289
"97",2.24881
"98",1.8386
"99",2.13713
"100",2.14148
"101",1.43188
"102",1.29531
"103",1.33405
"104",1.74589
"105",1.04007
"106",1.8277
"107",1.33232
"108",1.6912
"109",1.5133
"110",1.92734
"111",1.51563
"112",1.20903
"113",1.90333
"114",1.82946
"115",1.36789
"116",1.71711
"117",1.96456
"118",1.76378
"119",2.33632
"120",2.14368
"121",1.32083
"122",1.59411
"123",1.35981
"124",1.47331
"125",1.44486
"126",1.64206
"127",1.6678
"128",1.33656
"129",1.52396
"130",1.37418
"131",1.55073
"132",2.07721
"133",1.29609
"134",1.60356
"135",1.14102
"136",2.09421
"137",1.69937
"138",1.39715
"139",2.07714
"140",1.92882
"141",1.51773
"142",1.40769
"143",1.88918
"144",1.4945
"145",1.57609
"146",1.29588
"147",1.59369
"148",1.72391
"149",1.72242
"150",1.60535
"151",1.31431
"152",1.61683
"153",2.11594
"154",1.47943
"155",2.09609
"156",1.58843
"157",1.3915
"158",1.75471
"159",1.5324
"160",1.3901
"161",1.54289
"162",1.62542
"163",1.54465
"164",1.89058
"165",1.8265
"166",1.88332
"167",1.84335
"168",1.96964
"169",1.41803
"170",1.4173
"171",1.36499
"172",1.66272
"173",1.36183
"174",1.97823
"175",1.84433
"176",1.38644
"177",1.94504
"178",1.09301
"179",1.64411
"180",1.66873
"181",1.97355
"182",1.66278
"183",1.88372
"184",1.33778
"185",1.51553
"186",1.71604
"187",1.55149
"188",2.50871
"189",1.35237
"190",1.74676
"191",1.42948
"192",1.75657
"193",1.39017
"194",2.05432
"195",1.5628
"196",1.64127
"197",1.59273
"198",1.30361
"199",1.63983
"200",1.66053
"201",1.95796
"202",1.94401
"203",1.35759
"204",1.53247
"205",1.83656
"206",1.84382
"207",1.83155
"208",1.35964
"209",2.15389
"210",1.64311
"211",1.80413
"212",1.54163
"213",1.93167
"214",1.33388
"215",1.59148
"216",1.73487
"217",1.62743
"218",1.89056
"219",1.19915
"220",1.66901
"221",1.4106
"222",1.8485
"223",1.90205
"224",1.61466
"225",1.62858
"226",1.53447
"227",1.89331
"228",1.76663
"229",1.75208
"230",1.33483
"231",1.66805
"232",1.92593
"233",1.9466
"234",1.27599
"235",0.9958
"236",1.70063
"237",1.29539
"238",1.38816
"239",1.54291
"240",1.52521
"241",1.62485
"242",1.87277
"243",1.47092
"244",1.77779
"245",2.16276
"246",0.81366
"247",1.91976
"248",0.87765
"249",1.59599
"250",1.74626
"251",1.3406
"252",1.51405
"253",1.94531
"254",1.5242
"255",1.67017
"256",1.61994
"257",1.84586
"258",1.5897
"259",1.6011
"260",1.58713
"261",1.61993
"262",1.57041
"263",1.8602
"264",1.64233
"265",1.52103
"266",0.848940000000001
"267",1.49179
"268",1.7067
"269",2.0252
"270",2.2234
"271",1.37952
