"","105470","106985","1105948","1117908","1126297","1138919","120422","149938","151176","155854","164915","1726426","1901956","212159","219549","235578","241289","241971","246060","253429","256089","294254","316000","320892","3230029","3330580","333782","3581985","360440","3643491","367189","3768995","3944484","4304056","4327501","4331137","4333206","4340495","4349788","4351129","4355314","4362942","4363665","4377697","4381473","4393701","4394926","4399988","4412134","4414810","4417158","4418009","4418165","4419276","4423410","4432796","4440449","4445096","4453743","4454257","4455618","4456889","4456892","4458775","4461938","4468805","4469032","4471067","4474083","4478861","4479467","4479484","4480952","4483911","542078","673343","678813","691423","732820","748412","817209","826144","944401","960983"
"1",0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067,0,0,0,0,0,0,0,7524,18804,0,0,221,0,0,0,0,5238,0,0,0,11813,0,0,0,4544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,0,0,0,0,0,0,0,0,0,863,3226,0,5141,0,0,0,858,0,0,0,0,0,0,0,4736,15077,0,0,0,0,0,0,0,152,0,0,0,8571,0,0,0,399,0,5135,0,0,0,0,0,0,0,0,0,0,205,0,910,0,0,0,2043,0
"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241,0,0,0,0,0,0,0,0,0,0,0,483,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,5866,12027,0,0,0,0,0,0,0,274,0,0,0,23406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3194,0,0,0,624,0
"4",0,3141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3801,0,0,0,0,0,0,0,0,0,2953,0,5019,0,0,0,1182,0,0,0,3626,4942,0,0,0,0,0,0,0,5504,0,0,0,15162,0,0,0,0,0,0,0,0,0,0,0,0,0,1383,0,1,0,0,0,0,0,0,2524,0
"5",0,4418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2205,0,0,0,0,0,0,0,0,1526,0,0,0,0,0,0,0,0,3344,0,0,0,0,0,0,0,4402,3757,0,1996,339,0,0,0,0,3288,0,0,0,21108,0,0,0,2279,0,0,0,0,0,0,0,0,576,0,0,0,0,0,0,0,0,0,0,0
"6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,0,0,0,4072,0,0,0,951,0,0,0,9369,6899,0,0,1429,0,0,0,0,1262,2968,3535,0,15627,0,0,0,1627,0,0,0,0,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0,3893,0,0,0,0,0,921,0,0,0,0,0,0,0,0,0,0,0,2363,0,0,0,0,0,0,0,10385,18462,0,0,5424,0,0,0,0,2761,0,0,0,3659,0,0,0,0,1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0,301,0,0,0,0,0,0,0,0,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,335,0,0,0,10532,8534,0,0,59,0,0,0,0,49,0,0,0,23123,0,1736,0,3831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",0,0,0,0,0,0,2252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,0,0,0,2883,0,220,0,0,153,0,0,0,0,4241,1357,1055,0,0,0,0,0,0,2578,1336,0,0,19140,0,3173,0,7330,0,2504,0,0,0,0,0,0,503,0,0,0,0,0,0,0,0,0,0,0
"10",0,121,0,0,0,0,0,0,0,0,0,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506,7290,0,0,0,0,0,0,0,1473,1053,0,0,32552,0,0,0,922,2161,0,0,0,0,0,0,0,1449,0,0,0,0,0,0,0,0,0,0,0
"11",0,6307,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2694,0,0,0,0,0,0,0,0,0,3265,0,3120,0,4130,0,0,0,0,0,11359,2796,0,0,0,0,3256,0,0,1031,0,0,0,2647,0,0,0,4169,0,1219,0,0,0,0,0,0,0,482,0,0,0,0,0,2585,0,0,0,0
"12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,2242,0,0,0,0,0,0,0,11245,12177,0,0,0,0,0,0,0,332,0,0,0,12227,0,451,0,5891,0,1159,0,0,0,0,0,0,0,3141,0,0,0,0,0,0,0,0,0,0
"13",0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1734,2029,0,0,0,0,0,0,0,2755,0,0,0,3956,0,0,0,0,0,0,0,7765,3742,0,0,0,0,0,0,0,5701,0,0,0,20869,0,0,0,15,0,19,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0
"14",0,3932,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,1593,0,0,0,0,0,0,0,0,280,0,0,0,748,0,0,0,0,0,0,0,0,0,0,0,1275,8815,0,0,0,0,0,0,0,7261,0,0,0,23237,0,0,0,1423,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0
"15",0,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,665,0,0,0,2368,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,17724,4300,0,0,0,0,0,0,0,2336,0,0,0,11108,0,5334,0,4001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,0,0,0,0,0,0,0,1020,0,0,0,190,0,0,0,1236,0,0,0,6479,13522,0,0,3350,0,0,0,0,6047,0,0,0,12311,0,0,0,2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2532,0
"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1462,0,0,2207,0,0,2707,0,0,0,0,0,1978,0,0,0,0,0,0,0,10017,7052,0,0,0,0,560,0,0,206,0,0,0,18805,0,0,0,1566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2445,233,0,0,0,0
"2",0,0,0,0,128,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,0,0,0,0,0,0,10743,0,108,0,229,0,0,0,3397,7314,0,0,3692,0,0,0,0,7063,0,0,0,10112,0,718,0,1306,0,1776,0,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0
"3",0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1189,0,0,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,0,0,0,0,0,0,5702,3671,0,0,0,0,0,0,0,0,0,1824,0,19585,0,0,0,4,0,4647,0,0,6219,0,0,0,0,0,0,0,0,0,0,0,0,0,866,0
