"","1020262","105470","1067451","1108343","1126297","1127852","1143228","1145616","137916","164915","1705765","212159","219549","2224378","241895","253429","2549460","273400","294254","2954730","3330580","3581985","3587343","360440","4296365","4298361","4303249","4307347","4323139","4327501","4330939","4331137","4333206","4340495","4343834","4344055","4349788","4354703","4362942","4363665","4378239","4380971","4393701","4394926","4399988","4410997","4416113","4417158","4418009","4418165","4420272","4423410","4423978","4425571","4431051","4432796","4440449","4448948","4449608","4450360","4453743","4454257","4456889","4458775","4469492","4473756","4474083","4479467","4480061","4484176","583307","586494","611146","620189","678813","679014","688363","691423","748412","814442","826144","836394","857113","910933","912669","944401","947121","960983","982912","987863"
"1",0,2086,0,0,1559,0,0,0,0,6103,0,0,0,0,0,0,0,0,1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21495,0,0,0,0,0,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151,0,3845,0,0,0,0,0,0,0,0,0,0,0,0,0,2926,0,0,0,0,0,0,3777,0,0,2895,0,0
"2",0,2054,0,0,0,0,0,0,0,7568,0,0,0,0,0,0,0,0,5384,0,0,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,6777,0,937,0,0,0,2090,0,0,0,0,0,0,0,0,0,0,0,1793,0,0,0,0,11876,0,467,0,3670,0,0,1123,0,0,0,0,0,0,0,0,2600,0,0,0,0,0,0,0,0,0,2774,0,0
"3",0,0,0,0,0,0,0,0,0,6599,0,0,0,0,0,0,0,0,6440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,8723,0,0,0,0,0,5108,0,0,1303,0,0,0,0,0,1683,0,0,0,0,0,0,0,11321,0,5954,0,0,0,0,0,0,0,0,0,0,0,0,0,1827,0,0,0,0,0,0,0,0,0,0,0,0
"4",0,0,0,0,0,0,961,0,0,4035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,0,0,0,19179,0,0,0,0,0,4126,478,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,10262,0,4180,0,0,0,0,0,0,0,0,0,0,0,0,0,4152,0,0,0,0,0,0,0,31,1382,101,0,0
"5",0,3864,0,0,0,0,0,0,0,3280,0,0,0,0,0,0,0,0,3998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2831,0,0,8709,0,0,0,0,0,1321,3303,0,0,0,0,0,2177,0,0,0,0,0,0,0,0,0,10555,0,835,0,0,0,0,0,0,0,0,0,0,0,0,0,3481,0,0,0,0,0,0,0,0,0,5116,0,0
"6",0,0,0,0,852,0,0,0,0,3347,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8712,0,0,0,0,0,3005,1321,0,6140,0,0,0,0,0,0,0,2930,0,0,0,0,0,12732,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2334,0,0,1358,0,0,0,0,0,0,6555,0,0
"7",0,0,0,0,0,0,0,0,0,11016,0,0,0,0,0,0,1519,0,4449,0,0,0,0,0,0,0,0,0,0,0,0,0,1084,0,0,0,0,0,9978,0,0,0,0,0,0,0,0,0,1876,0,0,0,0,3144,0,0,0,0,0,0,0,8699,0,4201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3504,0,0
"8",0,0,0,0,0,0,0,0,0,4722,2436,0,0,0,0,0,0,0,3080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10063,0,0,0,0,0,1877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18821,0,5733,0,0,0,1255,0,0,0,0,0,0,0,0,0,1443,0,0,0,0,0,0,0,0,0,40,0,0
"9",0,0,0,0,0,0,0,0,0,15726,0,0,0,0,0,0,0,0,1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681,9252,0,0,0,0,0,128,752,0,1084,0,0,0,0,3055,1508,0,0,0,0,0,0,0,10491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759,0,0,0,2191,0,0,0,0,0,1568,0,0
