"","105470","1067451","1105948","1126297","120422","13332","135965","140401","151176","164915","219549","2224378","240451","241971","244196","253429","294254","2954730","316000","3230029","333782","3581985","3587343","360440","3622774","3643491","3875675","4299497","4303249","4304056","4307347","4318815","4321427","4327501","4330939","4331137","4333206","4340495","4343834","4344055","4349788","4354699","4362942","4363665","4381473","4393701","4394926","4399988","4409084","4412134","4414810","4416113","4418009","4418395","4419276","4420570","4423410","4431051","4432796","4433274","4440449","4445096","4448948","4449608","4450360","4451011","4453743","4454257","4456889","4458775","4461938","4463045","4472112","4474083","4479484","4480061","4480952","4482374","4483895","4483911","611146","688363","691423","732820","748412","812652","817209","836394","862696","869850","910933","914364","944401","960983","987863","992035"
"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1483,25240,0,0,0,0,0,0,1121,0,0,0,0,0,0,0,0,0,0,0,0,9805,0,0,0,0,0,0,0,0,0,0,1371,0,0,0,9721,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766,0,0,0,0,0,0,2918,0,0,0,0,0,0,10538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,8951,1810,0,0,0,0,0,0,0,0,0,200,0,0,0,18172,0,0,0,0,3668,0,0,0,0,0,0,0,515
"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165,0,0,0,0,0,0,0,0,0,12029,0,556,0,0,0,0,0,0,0,0,1064,0,0,0,0,0,0,0,0,24718,0,0,0,0,0,0,0,0,0,0,205,0,0,0,9269,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3545,0,0,0,0,0,1656,0,1960,272,0,0,0,0,0,7050,6890,0,0,0,0,0,0,3187,0,0,0,4549,0,0,0,0,0,0,0,313,719,882,506,0,0,0,0,0,0,0,0,0,0,0,0,15081,0,2396,0,0,0,0,0,0,0,0,0,0,0
"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,0,0,3028,0,0,0,0,0,0,10686,0,915,0,0,0,0,0,3113,0,0,168,0,1746,0,0,0,0,0,0,4798,5195,2144,0,0,0,0,0,0,0,0,0,0,0,0,16544,0,0,0,0,6,0,0,0,0,0,0,0,0
"6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,0,0,0,0,16328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10418,2191,0,0,0,0,0,0,0,0,0,0,0,0,0,18049,0,0,0,0,0,0,0,1422,0,0,0,0,0
"7",0,0,0,0,0,0,0,0,1613,1892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3130,0,0,0,0,0,0,417,0,0,0,0,0,0,16024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5544,6282,7991,0,0,0,0,0,0,0,0,0,0,0,0,6113,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,0,0,0,0,0,0,0,0,0,0,0,0,0,911,0,0,0,0,0,0,21692,0,0,0,0,0,0,0,425,0,0,34,0,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,4934,0,0,0,19707,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974,0,0,0,0,0,8522,14846,0,0,0,0,0,0,1237,0,0,0,0,0,0,0,0,0,0,0,0,11345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11082,0,0,0,0,0,0,0,0,0,0,0,0,0
